Feature,Importance
INF_avg,0.22646111205633976
INF_sd,0.16167138191627042
INC_sd,0.14308399464176735
INC_avg,0.13005755619182774
IND_avg,0.06948394410208017
SUP_kr,0.05222854279599507
INF_r1,0.043919313964460464
SUP_sd,0.03525742714808281
SUP_avg,0.03395232214758917
INF_kr,0.0195682310949903
INC_r1,0.017598721610262325
INC_kr,0.016969493694029218
IND_kr,0.013048908277340626
IND_sk,0.007078572706243017
INF_sk,0.0064790637881092785
SUP_r1,0.005840983148887983
IND_sd,0.005253802963804442
IND_r1,0.004832779576649062
INC_sk,0.00403933628632743
SUP_sk,0.0031745118889433947
