Feature,Importance
INF_r1,0.194083584759585
IND_avg,0.14208840141161835
INC_avg,0.11728635108722708
INF_sd,0.11649374732116337
INC_sd,0.10136865437169064
IND_sd,0.0628766523472344
SUP_sd,0.046927453093250415
INF_avg,0.040944938620507666
SUP_avg,0.03942394514113924
INC_r1,0.02919369987608746
INF_sk,0.028004793002407106
SUP_r1,0.013970710273175178
IND_kr,0.013586812842322347
INC_kr,0.013081869809474914
IND_r1,0.009808352058560956
INC_sk,0.009057767029538992
SUP_kr,0.00771955694444611
INF_kr,0.006085285962482806
SUP_sk,0.00461427395230283
IND_sk,0.0033831500957851534
