Feature,Importance
INC_sd,0.22042317131692843
SUP_sd,0.2013466775723424
INF_sd,0.15695034989251677
INF_avg,0.11454868321901816
SUP_avg,0.11386217493345648
INC_avg,0.07068184909080609
IND_r1,0.026425731600098458
INC_sk,0.019856142769279453
IND_avg,0.017752995239682597
IND_sk,0.013782607753614942
IND_kr,0.006115530395208405
INC_kr,0.005502208441040075
INC_r1,0.004652297801276789
SUP_sk,0.00463865375258473
INF_r1,0.004615714676226357
INF_sk,0.004418845056429727
INF_kr,0.0041242399826760465
SUP_kr,0.003993224560547432
SUP_r1,0.003664599106637906
IND_sd,0.0026443028396288416
