Feature,Importance
SUP_sd,0.2425800924097253
INF_sd,0.10502710170258933
SUP_avg,0.0806234049158976
IND_avg,0.062073094609944056
IND_r1,0.06181867644663015
INC_avg,0.05745239435051808
INF_kr,0.05601690232368309
INC_kr,0.055577088748406715
IND_sd,0.05256923429532024
INF_sk,0.04204870982949667
INC_sd,0.04151416711919096
INC_r1,0.038685163406544265
SUP_kr,0.031799666890557826
IND_sk,0.016535329183762933
SUP_r1,0.013976141982448745
INF_avg,0.013054851682651507
INF_r1,0.009313804057702747
INC_sk,0.008797620509403997
IND_kr,0.007026880444748522
SUP_sk,0.0035096750907772896
