Feature,Importance
INC_sd,0.3141780430366456
IND_avg,0.1503482841249547
INF_sd,0.07972080246930027
INC_r1,0.06777407427427518
SUP_sd,0.06512460072789053
SUP_avg,0.06236856749344974
IND_sd,0.06063612002078526
INF_avg,0.05851002791554794
INC_avg,0.039197241773262365
INC_sk,0.019787400050169907
IND_kr,0.01684471496228826
SUP_sk,0.013528968791709332
IND_r1,0.011117462474969373
INF_r1,0.010964872760696647
INF_sk,0.006463278335000413
INC_kr,0.006330267755626723
INF_kr,0.005275030514662871
IND_sk,0.004131049029340957
SUP_kr,0.003918490441149328
SUP_r1,0.003780703048274643
