Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 294 | GridSize: 13
Generation 2 | Revalues: 504 | GridSize: 18
Generation 3 | Revalues: 694 | GridSize: 15
Generation 4 | Revalues: 910 | GridSize: 15
Generation 5 | Revalues: 1116 | GridSize: 19
Generation 6 | Revalues: 1342 | GridSize: 25
Generation 7 | Revalues: 1542 | GridSize: 29
Generation 8 | Revalues: 1720 | GridSize: 22
Generation 9 | Revalues: 1896 | GridSize: 27
Generation 10 | Revalues: 2094 | GridSize: 22
Generation 11 | Revalues: 2300 | GridSize: 23
Generation 12 | Revalues: 2520 | GridSize: 21
Generation 13 | Revalues: 2712 | GridSize: 11
Generation 14 | Revalues: 2904 | GridSize: 12
Generation 15 | Revalues: 3116 | GridSize: 13
Generation 16 | Revalues: 3296 | GridSize: 16
Generation 17 | Revalues: 3492 | GridSize: 22
Generation 18 | Revalues: 3684 | GridSize: 19
Generation 19 | Revalues: 3880 | GridSize: 22
Generation 20 | Revalues: 4100 | GridSize: 22
Generation 21 | Revalues: 4308 | GridSize: 13
Generation 22 | Revalues: 4528 | GridSize: 18
Generation 23 | Revalues: 4750 | GridSize: 31
Generation 24 | Revalues: 4944 | GridSize: 31
Generation 25 | Revalues: 5132 | GridSize: 27
Generation 26 | Revalues: 5344 | GridSize: 32
Generation 27 | Revalues: 5516 | GridSize: 48
Generation 28 | Revalues: 5708 | GridSize: 43
Generation 29 | Revalues: 5898 | GridSize: 45
Generation 30 | Revalues: 6094 | GridSize: 38
Generation 31 | Revalues: 6308 | GridSize: 44
Generation 32 | Revalues: 6532 | GridSize: 41
Generation 33 | Revalues: 6726 | GridSize: 47
Generation 34 | Revalues: 6948 | GridSize: 52
Generation 35 | Revalues: 7120 | GridSize: 60
Generation 36 | Revalues: 7314 | GridSize: 56
Generation 37 | Revalues: 7502 | GridSize: 51
Generation 38 | Revalues: 7700 | GridSize: 55
Generation 39 | Revalues: 7914 | GridSize: 62
Generation 40 | Revalues: 8130 | GridSize: 52
Generation 41 | Revalues: 8322 | GridSize: 54
Generation 42 | Revalues: 8512 | GridSize: 57
