Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 308 | GridSize: 30
Generation 2 | Revalues: 544 | GridSize: 4
Generation 3 | Revalues: 770 | GridSize: 15
Generation 4 | Revalues: 964 | GridSize: 13
Generation 5 | Revalues: 1136 | GridSize: 12
Generation 6 | Revalues: 1320 | GridSize: 25
Generation 7 | Revalues: 1528 | GridSize: 19
Generation 8 | Revalues: 1730 | GridSize: 31
Generation 9 | Revalues: 1918 | GridSize: 32
Generation 10 | Revalues: 2128 | GridSize: 21
Generation 11 | Revalues: 2332 | GridSize: 20
Generation 12 | Revalues: 2528 | GridSize: 26
Generation 13 | Revalues: 2746 | GridSize: 28
Generation 14 | Revalues: 2966 | GridSize: 15
Generation 15 | Revalues: 3180 | GridSize: 33
Generation 16 | Revalues: 3386 | GridSize: 42
Generation 17 | Revalues: 3594 | GridSize: 38
Generation 18 | Revalues: 3770 | GridSize: 39
Generation 19 | Revalues: 3968 | GridSize: 39
Generation 20 | Revalues: 4198 | GridSize: 29
Generation 21 | Revalues: 4378 | GridSize: 31
Generation 22 | Revalues: 4576 | GridSize: 32
Generation 23 | Revalues: 4778 | GridSize: 38
Generation 24 | Revalues: 5008 | GridSize: 48
Generation 25 | Revalues: 5218 | GridSize: 38
Generation 26 | Revalues: 5408 | GridSize: 39
Generation 27 | Revalues: 5604 | GridSize: 43
Generation 28 | Revalues: 5784 | GridSize: 44
Generation 29 | Revalues: 5966 | GridSize: 44
Generation 30 | Revalues: 6170 | GridSize: 58
Generation 31 | Revalues: 6358 | GridSize: 63
Generation 32 | Revalues: 6574 | GridSize: 67
Generation 33 | Revalues: 6780 | GridSize: 71
Generation 34 | Revalues: 7012 | GridSize: 73
Generation 35 | Revalues: 7210 | GridSize: 77
Generation 36 | Revalues: 7412 | GridSize: 93
Generation 37 | Revalues: 7624 | GridSize: 88
Generation 38 | Revalues: 7816 | GridSize: 92
Generation 39 | Revalues: 8038 | GridSize: 100
Generation 40 | Revalues: 8264 | GridSize: 106
Generation 41 | Revalues: 8460 | GridSize: 112
Generation 42 | Revalues: 8658 | GridSize: 116
Generation 43 | Revalues: 8862 | GridSize: 132
Generation 44 | Revalues: 9060 | GridSize: 124
Generation 45 | Revalues: 9284 | GridSize: 123
Generation 46 | Revalues: 9470 | GridSize: 124
