Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 296 | GridSize: 3
Generation 2 | Revalues: 526 | GridSize: 9
Generation 3 | Revalues: 740 | GridSize: 12
Generation 4 | Revalues: 950 | GridSize: 7
Generation 5 | Revalues: 1180 | GridSize: 8
Generation 6 | Revalues: 1400 | GridSize: 12
Generation 7 | Revalues: 1624 | GridSize: 14
Generation 8 | Revalues: 1876 | GridSize: 11
Generation 9 | Revalues: 2086 | GridSize: 18
Generation 10 | Revalues: 2302 | GridSize: 12
Generation 11 | Revalues: 2512 | GridSize: 13
Generation 12 | Revalues: 2746 | GridSize: 17
Generation 13 | Revalues: 2984 | GridSize: 22
Generation 14 | Revalues: 3226 | GridSize: 18
Generation 15 | Revalues: 3444 | GridSize: 22
Generation 16 | Revalues: 3662 | GridSize: 21
Generation 17 | Revalues: 3864 | GridSize: 26
Generation 18 | Revalues: 4080 | GridSize: 14
Generation 19 | Revalues: 4300 | GridSize: 22
Generation 20 | Revalues: 4500 | GridSize: 22
Generation 21 | Revalues: 4728 | GridSize: 18
Generation 22 | Revalues: 4932 | GridSize: 20
Generation 23 | Revalues: 5162 | GridSize: 13
Generation 24 | Revalues: 5370 | GridSize: 16
Generation 25 | Revalues: 5608 | GridSize: 24
Generation 26 | Revalues: 5854 | GridSize: 22
Generation 27 | Revalues: 6072 | GridSize: 18
Generation 28 | Revalues: 6302 | GridSize: 19
Generation 29 | Revalues: 6530 | GridSize: 23
Generation 30 | Revalues: 6762 | GridSize: 19
Generation 31 | Revalues: 6976 | GridSize: 21
Generation 32 | Revalues: 7202 | GridSize: 25
Generation 33 | Revalues: 7442 | GridSize: 28
Generation 34 | Revalues: 7652 | GridSize: 22
Generation 35 | Revalues: 7912 | GridSize: 27
Generation 36 | Revalues: 8128 | GridSize: 30
Generation 37 | Revalues: 8332 | GridSize: 29
Generation 38 | Revalues: 8540 | GridSize: 21
Generation 39 | Revalues: 8762 | GridSize: 24
Generation 40 | Revalues: 8996 | GridSize: 24
Generation 41 | Revalues: 9228 | GridSize: 25
Generation 42 | Revalues: 9442 | GridSize: 20
Generation 43 | Revalues: 9668 | GridSize: 24
Generation 44 | Revalues: 9886 | GridSize: 19
Generation 45 | Revalues: 10100 | GridSize: 22
Generation 46 | Revalues: 10298 | GridSize: 20
Generation 47 | Revalues: 10520 | GridSize: 22
Generation 48 | Revalues: 10732 | GridSize: 26
Generation 49 | Revalues: 10948 | GridSize: 21
Generation 50 | Revalues: 11178 | GridSize: 29
Generation 51 | Revalues: 11386 | GridSize: 24
Generation 52 | Revalues: 11614 | GridSize: 20
Generation 53 | Revalues: 11834 | GridSize: 25
Generation 54 | Revalues: 12058 | GridSize: 22
Generation 55 | Revalues: 12310 | GridSize: 27
Generation 56 | Revalues: 12542 | GridSize: 27
Generation 57 | Revalues: 12754 | GridSize: 33
