,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,1.1835114838817689,0.946348127711143,0.4787042186549623,0.1681715387506373,0.0
spearman,0.010177076206968158,-0.17004846961747175,-0.47017940088107746,-0.4433927359350226,-0.45392708656071196
