,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,0.366056567918012,0.3032214217428759,0.16446527177020703,0.07748413455662172,0.0
spearman,-0.19903120074707442,-0.34608003777257573,-0.45956546644988794,-0.37085310775956126,-0.43302442846257155
