Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.296,0.0195959179,-0.7261904762,2.7291666667,-0.8675276172,0.14,0.0219089023,0.5,2.5,0.9128709292,0.564,0.0344093011,-1.2368421053,2.6519357195,-1.017952296,0.112,0.024,-0.7251461988,1.3981481481,0.1111111111,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.264,0.042708313,-0.7245989305,1.7206832872,-0.1380231722,0.24,0.045607017,-0.8076923077,1.4349112426,0.0,0.496,0.0598665182,-0.9047619048,2.1339285714,0.7301958931,0.108,0.0203960781,-0.4285714286,1.9556213018,0.2715454179,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.272,0.0411825206,0.1164241164,2.2821288715,-0.6927284075,0.288,0.0466476152,-0.3805970149,1.6280276817,0.3631734744,0.44,0.0219089023,-0.4,2.5,-0.9128709292,0.12,0.045607017,-0.4090909091,2.1449704142,0.8095920178,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.196,0.0233238076,-0.4935064935,2.6660899654,1.1500493357,0.22,0.0419523539,-0.5714285714,2.8305785124,1.1701586323,0.584,0.0344093011,-0.401384083,2.6519357195,-1.017952296,0.128,0.0299332591,-0.4575645756,2.1339285714,0.7301958931,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.316,0.032,0.2259414226,1.4189453125,0.03515625,0.248,0.0448998886,-0.3235294118,1.8469387755,0.3436215967,0.436,0.0445421149,-0.2615955473,2.7036940687,1.1210847078,0.136,0.0344093011,-0.3793103448,1.9945215486,-0.3958703373,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.264,0.0344093011,0.0229885057,1.9945215486,0.3958703373,0.256,0.0463033476,0.0189873418,2.5997995099,0.8238983939,0.48,0.0219089023,-0.3333333333,2.5,-0.9128709292,0.108,0.0324961536,0.1165413534,1.4421487603,-0.3804646085,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.188,0.0587877538,-0.6606170599,2.2147633745,0.0774915737,0.284,0.0611882342,-0.3238512035,1.7145518299,0.355355732,0.528,0.0466476152,-0.8858954041,1.5469290657,-0.1097086537,0.108,0.0203960781,-0.5079365079,1.9556213018,0.2715454179,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.196,0.0557135531,-0.6141732283,2.6687745775,1.0391889224,0.292,0.0844748483,-0.4750692521,1.4207102496,0.1203956419,0.512,0.0676461381,-0.5205959684,1.921389799,-0.5222570323,0.088,0.0203960781,-0.4285714286,1.9556213018,0.2715454179,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.276,0.1083697375,-0.223316913,1.9464878349,0.1095251321,0.248,0.0587877538,-0.4892623716,2.2147633745,0.0774915737,0.476,0.0763151361,-0.2726772952,2.7518717546,1.1041549626,0.128,0.0299332591,-0.4575645756,2.1339285714,0.7301958931,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.228,0.0627375486,-0.3837375178,1.7813801309,0.0171057167,0.236,0.0265329983,-0.4028776978,2.2169421488,0.3700366502,0.536,0.0463033476,-0.2447257384,2.5997995099,0.8238983939,0.132,0.0203960781,0.2148760331,1.9556213018,-0.2715454179,0.6853741421303221,0.6553376561384323,0.647980782096418
