Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.307,0.0306757233,0.3429793942,2.9520757645,-0.8410975346,0.197,0.026,0.2510580411,1.8677611078,0.6293240783,0.496,0.0372692903,0.4440409616,2.5199990048,-0.9898768754,0.0335,0.0107354553,-0.0041657531,3.9362557112,-0.2145868597,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.2625,0.0313249102,0.000640615,5.1451093351,1.5311068127,0.221,0.0250798724,0.0304938681,2.7693717284,0.9516178672,0.5165,0.0382132176,-0.3462393908,1.8538715615,-0.5808513564,0.033,0.006,-0.0289389068,1.5138888889,-0.2361111111,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.279,0.0365239647,-0.2049007817,2.7896183093,0.4356877353,0.2265,0.0468001068,-0.1894988555,3.4696881919,0.6080547113,0.4945,0.0340183774,0.0909355111,2.0878069126,-0.0590965697,0.034,0.0094339811,0.0791100124,2.2329251357,-0.6038414889,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.2465,0.0349320769,-0.5221180862,3.7120139089,1.0385243333,0.2225,0.0207665597,-0.36159601,2.6594833018,0.9421501546,0.531,0.0416413256,-0.3869548082,2.0915837534,-0.5225046307,0.037,0.0078102497,-0.2834224599,1.7433485622,0.1070472275,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.2195,0.0318158765,-0.191071296,2.5004693371,0.9363582827,0.3095,0.0237118114,-0.2596962237,2.0361595421,-0.1795684153,0.471,0.042296572,-0.2310765941,2.2606591239,-0.4452707541,0.029,0.0058309519,-0.1513157895,1.6280276817,-0.3631734744,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.245,0.0281069386,0.9234042553,2.048149335,-0.7160716623,0.2445,0.0179513231,-0.2780953873,2.4914141922,-0.7872336276,0.5105,0.032515381,0.5026214319,1.5811719807,0.3229350043,0.0375,0.0084409715,0.0088495575,1.6943674977,0.1870575403,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.2425,0.0281291664,0.0028818444,3.0253513323,-0.7126906326,0.23,0.0162788206,-0.0196078431,1.6002135991,-0.1912428194,0.5275,0.0279508497,-0.3273340832,2.672192,0.4447807535,0.0415,0.0083815273,-0.5032184778,3.9211382835,0.2853249756,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.2945,0.0313408679,0.1063217653,1.4678575382,0.2009448404,0.226,0.0281780056,0.6572391834,2.3558965541,0.0488080981,0.4795,0.0482933743,0.4224974253,1.8892166115,-0.4644674409,0.0385,0.0107354553,-0.3082639045,1.7228273912,0.2703551962,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.2415,0.0282886903,-0.0797132012,2.2683571529,-0.4723026973,0.314,0.0323882695,0.0123162116,3.5323459357,-0.700567875,0.4445,0.0296184064,0.0939364964,3.3866143656,0.4831475277,0.037,0.0136381817,0.2841569767,2.7795698925,0.2270665007,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.2365,0.0191115149,-0.0166887787,2.9264350175,-0.9826687009,0.221,0.0264386081,-0.0335610336,2.3061700651,-0.5342362748,0.5425,0.0298538105,-0.4015525759,2.6209013532,-0.1508049966,0.0385,0.0114127122,0.0251874639,3.7347968804,0.8758795494,0.6853741421303221,0.6553376561384323,0.647980782096418
161,0.235,0.0196214169,-0.3466666667,1.93202901,0.6254760986,0.3,0.0268328157,-0.1541218638,1.5596064815,-0.1397542486,0.465,0.0281069386,0.1030927835,2.3365646531,-0.3512804381,0.034,0.0088881944,-0.4986737401,2.3517064573,-0.1239020853,0.8107356507164599,0.811141942516544,0.8095555121530282
103,0.2745,0.024129857,0.131448383,1.7931682976,0.4082675822,0.2945,0.0296184064,0.1160275644,1.7243821429,0.229132816,0.431,0.0321558704,0.0081521739,2.6240155786,-0.1151306936,0.0425,0.0060207973,0.1929824561,2.598097503,0.6872729367,0.5880589197382871,0.5778662696258344,0.5693930597125387
209,0.2445,0.0155643824,0.0732120186,1.8267180426,0.03341757,0.262,0.0285657137,-0.4569684336,3.7165423155,1.3780146011,0.4935,0.0301703497,-0.5295103792,2.8355279798,-1.1083452932,0.04,0.0118321596,0.0,2.2066326531,0.4980373287,0.6325515829353746,0.6070256113713283,0.5995815498663335
206,0.3085,0.0378186462,-0.4275124627,2.374059104,0.3956730084,0.3525,0.0283945417,-0.7036462374,2.2553091761,0.1834613982,0.339,0.023,-0.0348810349,1.5463316669,-0.007150489,0.0295,0.0140445719,0.5446162576,2.8171531563,0.6708679549,0.7056498507010011,0.6021700177898593,0.6000137376067526
244,0.22,0.03122499,-0.4304812834,2.5850098619,0.9509148826,0.3005,0.0330492057,-0.4248339013,2.0414966638,-0.4688903086,0.4795,0.0302034766,-0.1477162618,2.5391202882,-0.3427560824,0.0355,0.0072284161,-0.5268941585,1.5992536801,-0.1747489172,0.6851275243665766,0.6513910208195537,0.6454436481927293
336,0.215,0.0196214169,-0.2536231884,1.93202901,0.0893537284,0.307,0.0231516738,0.6197552448,1.3775409334,0.016197533,0.478,0.0330302891,0.3975133628,1.9203927476,0.1513484605,0.0365,0.0120519708,0.3022044784,2.46182764,0.7172036737,0.7394253445083528,0.7415322215375619,0.7381084604321382
331,0.2455,0.0295338789,0.1683912254,1.6233747286,-0.370561216,0.2645,0.0256368875,0.215012309,1.5417434152,0.1646009275,0.49,0.0215638587,-0.4324324324,2.1661463753,-0.4263405977,0.04,0.0124498996,0.3387096774,1.5972944849,-0.0777309028,0.7226013977864081,0.5880729655283325,0.5805762832992636
0,0.2645,0.0346734769,0.1984427683,2.6021363562,-0.6641048653,0.2305,0.0198053023,-0.6717175854,2.1050041007,-0.2672285904,0.505,0.0288963666,0.262962963,2.106027466,-0.4227371922,0.034,0.0091651514,0.0403337969,1.9107142857,0.19873415,0.7485690887874789,0.6697917840212874,0.6643215708122195
261,0.2295,0.024129857,-0.4088754847,2.3081896619,0.5363850243,0.2735,0.0299207286,-0.2531528368,2.2639746479,-0.4080595385,0.497,0.0426731766,-0.2009969015,2.8896889393,0.9785497287,0.0375,0.0060207973,0.0175438596,2.598097503,-0.6872729367,0.6460235855982368,0.4990864511568879,0.4880473021201202
504,0.264,0.0497393205,0.4137275522,3.5629597123,0.9207096618,0.346,0.0425323406,0.224933824,3.7236601221,-1.2126563847,0.39,0.0637573525,0.3315614618,3.034839758,-0.4158409043,0.031,0.0088881944,-0.0529715762,1.5585643326,0.0170899428,0.6691462432970403,0.6739422230563684,0.669176919135631
407,0.2625,0.0361420807,0.4036646308,1.5552986424,-0.2192304597,0.2215,0.0274818122,-0.1670956595,1.365042189,-0.0211749688,0.516,0.0308868904,0.5334313005,2.7600899226,0.3618396179,0.0415,0.006726812,-0.4934696195,2.2409877598,0.6751246279,0.6549078037582318,0.6517521298770179,0.6491015008882759
440,0.2705,0.0313408679,0.1111241149,3.9357916456,0.9343642725,0.256,0.0321558704,0.0899845021,3.0516426041,0.1465299736,0.4735,0.0368815672,-0.9838043077,3.2359512399,-0.3107150541,0.0315,0.0063442888,0.144284822,1.9728019752,-0.2819575118,0.5900117551368178,0.5687109456100841,0.5529235104532101
230,0.268,0.030016662,0.3355910337,1.9093928192,-0.1649472338,0.1995,0.023178654,0.3914523679,1.9461034719,0.0938348319,0.5325,0.0310845621,-0.5123580494,2.5031504747,0.3196222266,0.0455,0.0072284161,0.1631291692,1.5992536801,-0.1747489172,0.706558459690721,0.7115264860559714,0.7040585884074486
430,0.2325,0.0413672576,0.3578894973,2.4080241772,-0.3946547632,0.3365,0.0353588744,0.0874688226,2.7241461126,0.0838772978,0.431,0.0459782557,-0.1263267627,2.8823391205,-0.0449391812,0.0315,0.0092330927,-0.0893944249,1.7927004412,-0.6345910038,0.7917085386332782,0.7931025265599725,0.7903123192861373
A,0.3,0.0418330013,0.2891760905,1.336,-0.1403539881,0.244,0.0461952378,0.0635360985,1.8648252201,0.2510939329,0.456,0.0407921561,0.3427398332,2.558189979,-0.2577118053,0.0405,0.0096046864,-0.0114878117,1.5894198779,0.3656751498,0.6936653894906516,0.6828878090162781,0.6943188007688585
357,0.2145,0.0318158765,-0.5276573608,2.3054759366,0.3960799262,0.3315,0.0313886922,-0.0154348386,2.5341856968,-0.1931887801,0.454,0.0276405499,-0.0745219807,1.606250514,-0.0737307369,0.036,0.0126095202,0.1933287951,1.8119140857,-0.1885367921,0.7947667537915637,0.79702069364174,0.7939959931185896
202,0.1895,0.0349606922,0.0278890641,1.6422646571,0.314668332,0.2935,0.0349320769,0.4161290987,2.2362011825,-0.4227010806,0.517,0.0229346899,-0.2428489703,2.0678410849,-0.4197735603,0.032,0.0087177979,-0.2859195402,1.8216759003,0.1675338583,0.7192898884479605,0.7219960928584055,0.7177445659837665
345,0.265,0.0201246118,-0.1167883212,1.7215363512,-0.2116442942,0.2625,0.0254214476,-0.5473170732,1.830621537,-0.3013036306,0.4725,0.02900431,-0.2567463377,5.2369907866,1.7351522743,0.0315,0.0055,-0.1074104913,2.7441431596,-0.6130728775,0.7625653236782491,0.7548220756912898,0.7541917851481397
232,0.2715,0.0391822664,-0.1230654062,2.6126317327,-0.2140236235,0.2435,0.0238799079,0.1486019478,1.9536600409,-0.3097480882,0.485,0.0431856458,-0.202739726,1.3990253649,-0.3911040377,0.031,0.0111355287,0.3423202614,3.0646462019,0.4540827596,0.734530866649687,0.6715736400705696,0.6699569896823725
