Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.2542,0.0583811613,0.4054978029,2.3612901969,0.1290584874,0.2872,0.0440018181,0.0720169819,2.8303575542,-0.2769461329,0.4586,0.0490717842,0.1204826357,2.3363759768,-0.0242325893,0.0682,0.0204636263,-0.067284464,2.3349699641,0.3275787091,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.2768,0.0552970162,0.0327001313,2.4211716173,0.2826227211,0.2508,0.040636929,0.1168158038,3.3953300019,-0.3547179891,0.4724,0.0486851107,0.264504504,2.8960316785,0.5799230292,0.0644,0.0214625255,0.0340801382,2.7387272534,0.0884406211,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.2566,0.0415022891,-0.1628555144,3.2161597596,0.296959247,0.2422,0.0341344401,-0.0984052232,2.6927404083,-0.6346336759,0.5012,0.0496644742,-0.2257818589,3.146281157,-0.3418873906,0.059,0.0188944436,0.2149351021,2.3509403762,0.0729394994,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.2546,0.0472529364,-0.1823723278,3.272224839,0.4279236313,0.227,0.0484252001,0.0258291225,2.5529385664,-0.0490326038,0.5184,0.0643229353,-0.1832777234,2.6080218538,0.3355617223,0.0646,0.0157746632,0.0500159512,4.7226357949,0.8989406142,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.2546,0.0478836089,-0.0471584943,2.3997925794,-0.2586635329,0.2832,0.049937561,0.1365958924,2.474899791,-0.0820097649,0.4622,0.0500115987,-0.012709897,3.0787819017,0.3925403282,0.0682,0.013955644,-0.0257574937,2.1272482606,-0.2510903942,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.225,0.0410974452,-0.1143463755,2.92570672,-0.3457536451,0.2854,0.0455284526,-0.1029907104,3.0230043513,0.0754719366,0.4896,0.0350975783,-0.060312036,2.3149240094,0.0277155791,0.0654,0.0166385095,-0.3057093491,3.5728792471,-0.5519233315,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.2706,0.0451845106,-0.0550903995,3.5475469635,0.0531686199,0.2254,0.0352255589,-0.0096707057,2.8286794889,-0.009130143,0.504,0.0476655012,-0.1095300772,4.0664674668,0.4627316926,0.064,0.0197989899,0.0450174825,2.0231153686,-0.0061846074,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.239,0.0384837628,0.2477822005,2.1854537397,0.1393819858,0.3182,0.0536167884,-0.2245776385,2.2009517748,0.3378168575,0.4428,0.0534430538,-0.1123623989,2.7633500228,0.0528446209,0.0606,0.0181559907,0.0420759215,2.2525557991,-0.0891517592,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.2446,0.042718146,-0.0750739733,2.7101674886,-0.281450464,0.2516,0.0431907397,0.1214879851,2.962895598,-0.182180173,0.5038,0.0503940473,-0.0976243537,3.4316118007,0.6108371152,0.0692,0.0170692706,-0.0727244045,2.5627327889,0.2935224519,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.2498,0.0451437703,0.1213520861,2.5491290411,0.4448070765,0.2556,0.0502457958,0.0932217142,2.5874825322,0.0054427918,0.4946,0.0595721411,-0.0715576138,2.4799852239,0.0430849342,0.0668,0.0198433868,-0.1173573097,2.9010775328,0.0170043458,0.6853741421303221,0.6553376561384323,0.647980782096418
