Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 308 | GridSize: 9
Generation 2 | Revalues: 524 | GridSize: 15
Generation 3 | Revalues: 742 | GridSize: 12
Generation 4 | Revalues: 954 | GridSize: 14
Generation 5 | Revalues: 1178 | GridSize: 3
Generation 6 | Revalues: 1394 | GridSize: 7
Generation 7 | Revalues: 1624 | GridSize: 9
Generation 8 | Revalues: 1868 | GridSize: 10
Generation 9 | Revalues: 2112 | GridSize: 17
Generation 10 | Revalues: 2330 | GridSize: 19
Generation 11 | Revalues: 2538 | GridSize: 13
Generation 12 | Revalues: 2760 | GridSize: 16
Generation 13 | Revalues: 2998 | GridSize: 22
Generation 14 | Revalues: 3210 | GridSize: 27
Generation 15 | Revalues: 3430 | GridSize: 21
Generation 16 | Revalues: 3648 | GridSize: 31
Generation 17 | Revalues: 3872 | GridSize: 29
Generation 18 | Revalues: 4106 | GridSize: 29
Generation 19 | Revalues: 4306 | GridSize: 26
Generation 20 | Revalues: 4526 | GridSize: 27
Generation 21 | Revalues: 4738 | GridSize: 28
Generation 22 | Revalues: 4960 | GridSize: 33
Generation 23 | Revalues: 5192 | GridSize: 31
Generation 24 | Revalues: 5390 | GridSize: 38
Generation 25 | Revalues: 5588 | GridSize: 37
Generation 26 | Revalues: 5816 | GridSize: 42
Generation 27 | Revalues: 6064 | GridSize: 46
Generation 28 | Revalues: 6288 | GridSize: 42
Generation 29 | Revalues: 6504 | GridSize: 40
Generation 30 | Revalues: 6744 | GridSize: 25
Generation 31 | Revalues: 6960 | GridSize: 32
Generation 32 | Revalues: 7198 | GridSize: 33
Generation 33 | Revalues: 7414 | GridSize: 27
Generation 34 | Revalues: 7638 | GridSize: 32
Generation 35 | Revalues: 7854 | GridSize: 34
Generation 36 | Revalues: 8070 | GridSize: 32
Generation 37 | Revalues: 8296 | GridSize: 31
Generation 38 | Revalues: 8534 | GridSize: 28
Generation 39 | Revalues: 8748 | GridSize: 34
Generation 40 | Revalues: 8966 | GridSize: 24
Generation 41 | Revalues: 9194 | GridSize: 33
Generation 42 | Revalues: 9420 | GridSize: 42
Generation 43 | Revalues: 9598 | GridSize: 35
Generation 44 | Revalues: 9824 | GridSize: 38
Generation 45 | Revalues: 10048 | GridSize: 42
Generation 46 | Revalues: 10262 | GridSize: 41
Generation 47 | Revalues: 10460 | GridSize: 44
Generation 48 | Revalues: 10670 | GridSize: 33
Generation 49 | Revalues: 10910 | GridSize: 31
Generation 50 | Revalues: 11128 | GridSize: 43
Generation 51 | Revalues: 11350 | GridSize: 38
Generation 52 | Revalues: 11550 | GridSize: 38
Generation 53 | Revalues: 11758 | GridSize: 34
Generation 54 | Revalues: 11962 | GridSize: 29
Generation 55 | Revalues: 12184 | GridSize: 30
Generation 56 | Revalues: 12394 | GridSize: 34
Generation 57 | Revalues: 12612 | GridSize: 36
Generation 58 | Revalues: 12820 | GridSize: 45
Generation 59 | Revalues: 13036 | GridSize: 37
Generation 60 | Revalues: 13256 | GridSize: 43
Generation 61 | Revalues: 13490 | GridSize: 38
Generation 62 | Revalues: 13724 | GridSize: 33
Generation 63 | Revalues: 13938 | GridSize: 38
Generation 64 | Revalues: 14140 | GridSize: 36
Generation 65 | Revalues: 14350 | GridSize: 38
Generation 66 | Revalues: 14580 | GridSize: 31
Generation 67 | Revalues: 14792 | GridSize: 35
Generation 68 | Revalues: 15034 | GridSize: 42
Generation 69 | Revalues: 15266 | GridSize: 48
Generation 70 | Revalues: 15490 | GridSize: 43
Generation 71 | Revalues: 15690 | GridSize: 45
Generation 72 | Revalues: 15926 | GridSize: 45
Generation 73 | Revalues: 16142 | GridSize: 46
Generation 74 | Revalues: 16370 | GridSize: 46
Generation 75 | Revalues: 16608 | GridSize: 38
Generation 76 | Revalues: 16846 | GridSize: 32
Generation 77 | Revalues: 17080 | GridSize: 49
Generation 78 | Revalues: 17298 | GridSize: 43
Generation 79 | Revalues: 17482 | GridSize: 37
Generation 80 | Revalues: 17716 | GridSize: 34
Generation 81 | Revalues: 17942 | GridSize: 30
Generation 82 | Revalues: 18178 | GridSize: 28
Generation 83 | Revalues: 18370 | GridSize: 26
Generation 84 | Revalues: 18586 | GridSize: 42
Generation 85 | Revalues: 18818 | GridSize: 42
Generation 86 | Revalues: 19042 | GridSize: 36
Generation 87 | Revalues: 19268 | GridSize: 40
Generation 88 | Revalues: 19508 | GridSize: 46
Generation 89 | Revalues: 19734 | GridSize: 44
Generation 90 | Revalues: 19962 | GridSize: 47
Generation 91 | Revalues: 20188 | GridSize: 46
Generation 92 | Revalues: 20416 | GridSize: 44
Generation 93 | Revalues: 20620 | GridSize: 34
Generation 94 | Revalues: 20880 | GridSize: 28
Generation 95 | Revalues: 21088 | GridSize: 34
Generation 96 | Revalues: 21326 | GridSize: 43
Generation 97 | Revalues: 21580 | GridSize: 32
Generation 98 | Revalues: 21800 | GridSize: 42
Generation 99 | Revalues: 22012 | GridSize: 38
Generation 100 | Revalues: 22242 | GridSize: 36
Generation 101 | Revalues: 22464 | GridSize: 33
Generation 102 | Revalues: 22680 | GridSize: 42
Generation 103 | Revalues: 22894 | GridSize: 51
Generation 104 | Revalues: 23136 | GridSize: 41
Generation 105 | Revalues: 23354 | GridSize: 49
Generation 106 | Revalues: 23580 | GridSize: 46
Generation 107 | Revalues: 23760 | GridSize: 44
Generation 108 | Revalues: 23980 | GridSize: 51
Generation 109 | Revalues: 24220 | GridSize: 45
Generation 110 | Revalues: 24450 | GridSize: 42
Generation 111 | Revalues: 24676 | GridSize: 46
Generation 112 | Revalues: 24916 | GridSize: 39
Generation 113 | Revalues: 25142 | GridSize: 39
Generation 114 | Revalues: 25362 | GridSize: 44
Generation 115 | Revalues: 25586 | GridSize: 46
Generation 116 | Revalues: 25810 | GridSize: 42
Generation 117 | Revalues: 26040 | GridSize: 50
Generation 118 | Revalues: 26256 | GridSize: 46
