Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 22600 | GridSize: 300
Generation 2 | Revalues: 26240 | GridSize: 292
Generation 3 | Revalues: 28630 | GridSize: 300
Generation 4 | Revalues: 30620 | GridSize: 300
Generation 5 | Revalues: 34840 | GridSize: 296
Generation 6 | Revalues: 37030 | GridSize: 300
Generation 7 | Revalues: 38850 | GridSize: 300
Generation 8 | Revalues: 41250 | GridSize: 300
Generation 9 | Revalues: 43330 | GridSize: 300
Generation 10 | Revalues: 45080 | GridSize: 300
Generation 11 | Revalues: 47400 | GridSize: 300
Generation 12 | Revalues: 48650 | GridSize: 300
Generation 13 | Revalues: 50610 | GridSize: 300
Generation 14 | Revalues: 52590 | GridSize: 300
Generation 15 | Revalues: 54170 | GridSize: 300
Generation 16 | Revalues: 55910 | GridSize: 300
Generation 17 | Revalues: 57470 | GridSize: 300
Generation 18 | Revalues: 58800 | GridSize: 300
Generation 19 | Revalues: 60370 | GridSize: 299
Generation 20 | Revalues: 61530 | GridSize: 300
Generation 21 | Revalues: 62850 | GridSize: 300
Generation 22 | Revalues: 64050 | GridSize: 300
Generation 23 | Revalues: 65250 | GridSize: 300
Generation 24 | Revalues: 66290 | GridSize: 299
Generation 25 | Revalues: 67620 | GridSize: 299
Generation 26 | Revalues: 69040 | GridSize: 297
Generation 27 | Revalues: 70150 | GridSize: 300
Generation 28 | Revalues: 71500 | GridSize: 300
Generation 29 | Revalues: 72640 | GridSize: 300
Generation 30 | Revalues: 73950 | GridSize: 300
Generation 31 | Revalues: 75410 | GridSize: 300
Generation 32 | Revalues: 76830 | GridSize: 300
Generation 33 | Revalues: 78000 | GridSize: 299
Generation 34 | Revalues: 79270 | GridSize: 300
Generation 35 | Revalues: 80440 | GridSize: 300
Generation 36 | Revalues: 81540 | GridSize: 300
Generation 37 | Revalues: 83500 | GridSize: 297
Generation 38 | Revalues: 85000 | GridSize: 300
Generation 39 | Revalues: 86520 | GridSize: 300
Generation 40 | Revalues: 87860 | GridSize: 300
Generation 41 | Revalues: 89010 | GridSize: 300
Generation 42 | Revalues: 90700 | GridSize: 300
Generation 43 | Revalues: 91880 | GridSize: 298
Generation 44 | Revalues: 93090 | GridSize: 299
Generation 45 | Revalues: 94830 | GridSize: 297
Generation 46 | Revalues: 96010 | GridSize: 300
Generation 47 | Revalues: 97510 | GridSize: 300
Generation 48 | Revalues: 98710 | GridSize: 299
Generation 49 | Revalues: 100030 | GridSize: 300
Generation 50 | Revalues: 101450 | GridSize: 300
Generation 51 | Revalues: 102900 | GridSize: 300
Generation 52 | Revalues: 104050 | GridSize: 300
Generation 53 | Revalues: 105200 | GridSize: 300
Generation 54 | Revalues: 106320 | GridSize: 299
Generation 55 | Revalues: 107710 | GridSize: 300
Generation 56 | Revalues: 108800 | GridSize: 299
Generation 57 | Revalues: 110090 | GridSize: 300
Generation 58 | Revalues: 111380 | GridSize: 300
Generation 59 | Revalues: 112650 | GridSize: 300
Generation 60 | Revalues: 113760 | GridSize: 299
Generation 61 | Revalues: 114870 | GridSize: 300
Generation 62 | Revalues: 115970 | GridSize: 300
Generation 63 | Revalues: 117290 | GridSize: 300
Generation 64 | Revalues: 118390 | GridSize: 300
Generation 65 | Revalues: 119870 | GridSize: 299
Generation 66 | Revalues: 121330 | GridSize: 300
Generation 67 | Revalues: 122400 | GridSize: 300
Generation 68 | Revalues: 123540 | GridSize: 300
Generation 69 | Revalues: 124820 | GridSize: 300
Generation 70 | Revalues: 126150 | GridSize: 300
Generation 71 | Revalues: 127170 | GridSize: 300
Generation 72 | Revalues: 128190 | GridSize: 297
Generation 73 | Revalues: 129350 | GridSize: 300
Generation 74 | Revalues: 130380 | GridSize: 300
Generation 75 | Revalues: 131520 | GridSize: 300
Generation 76 | Revalues: 132800 | GridSize: 300
Generation 77 | Revalues: 134020 | GridSize: 300
Generation 78 | Revalues: 135160 | GridSize: 300
Generation 79 | Revalues: 136350 | GridSize: 299
Generation 80 | Revalues: 137550 | GridSize: 299
Generation 81 | Revalues: 138640 | GridSize: 300
Generation 82 | Revalues: 139740 | GridSize: 300
Generation 83 | Revalues: 140780 | GridSize: 300
Generation 84 | Revalues: 141920 | GridSize: 300
Generation 85 | Revalues: 143080 | GridSize: 300
Generation 86 | Revalues: 144250 | GridSize: 300
Generation 87 | Revalues: 145330 | GridSize: 300
Generation 88 | Revalues: 146540 | GridSize: 300
Generation 89 | Revalues: 147800 | GridSize: 300
Generation 90 | Revalues: 148860 | GridSize: 299
Generation 91 | Revalues: 149940 | GridSize: 300
Generation 92 | Revalues: 151160 | GridSize: 300
Generation 93 | Revalues: 152320 | GridSize: 300
Generation 94 | Revalues: 153530 | GridSize: 300
Generation 95 | Revalues: 154640 | GridSize: 299
Generation 96 | Revalues: 155770 | GridSize: 299
Generation 97 | Revalues: 157000 | GridSize: 299
Generation 98 | Revalues: 158040 | GridSize: 300
Generation 99 | Revalues: 159160 | GridSize: 300
Generation 100 | Revalues: 160260 | GridSize: 299
Generation 101 | Revalues: 161420 | GridSize: 300
Generation 102 | Revalues: 162440 | GridSize: 299
Generation 103 | Revalues: 163460 | GridSize: 300
Generation 104 | Revalues: 164580 | GridSize: 299
Generation 105 | Revalues: 165640 | GridSize: 300
Generation 106 | Revalues: 166710 | GridSize: 300
