Feature,Importance
IND_r1,0.18403297666728646
IND_avg,0.12007883888192626
SUP_sd,0.11007314617066295
INC_avg,0.0943555669505106
INF_kr,0.09031724810075753
INC_kr,0.06980476427085795
INF_sd,0.06139589942047033
INF_avg,0.05346602360251814
INC_r1,0.040337757500321765
IND_sd,0.036467842293314255
INF_r1,0.029558391973413974
INF_sk,0.0249042577374672
SUP_r1,0.01826146687161909
SUP_kr,0.01569344234440527
INC_sd,0.01461402383538487
SUP_avg,0.0113473438317986
SUP_sk,0.008939091591897446
INC_sk,0.00802617372859403
IND_sk,0.00535898452140463
IND_kr,0.0029667597053886514
