Feature,Importance
INF_sd,0.20888080897523603
INC_avg,0.12277641208675677
INC_kr,0.11943723423411036
INF_r1,0.11007824487094311
INF_avg,0.10657169030755717
IND_avg,0.08180537127099444
SUP_sd,0.07014904313344102
SUP_avg,0.05468426511406947
IND_r1,0.049905204301355977
INC_sd,0.016288761291005337
INC_r1,0.015795030463310898
IND_sk,0.006310935700609101
INC_sk,0.006066678349993595
INF_sk,0.005520393587206112
INF_kr,0.0052161560658236785
SUP_r1,0.004904863979030561
SUP_kr,0.004675526421247645
IND_kr,0.0044573467757136895
SUP_sk,0.0033972539226818487
IND_sd,0.0030787791489131156
