Feature,Importance
IND_kr,0.12433527577203295
INC_avg,0.11352610802035518
SUP_sd,0.11257851122214252
INF_avg,0.1120807300890934
INC_r1,0.09050241964526295
INF_sd,0.07196255013349112
INC_sk,0.07061975984349654
IND_sk,0.06856581496975175
INF_r1,0.0452725365949087
SUP_avg,0.04356933480377381
SUP_sk,0.029735727726337133
SUP_r1,0.029280953567976206
INC_sd,0.024342270511303478
IND_avg,0.017717748624701338
SUP_kr,0.013290275958237664
IND_sd,0.011701587288979463
IND_r1,0.007251337280098842
INF_sk,0.004802615268057498
INC_kr,0.004466430765254393
INF_kr,0.004398011914745161
