Feature,Importance
INC_sk,0.17087084007066
SUP_sd,0.1477854837295116
INC_avg,0.0841031553692746
SUP_kr,0.07788346984484311
INF_sk,0.0772523122411866
IND_r1,0.057900114787258566
INC_r1,0.056976057390897006
SUP_avg,0.056638084249571376
INF_avg,0.04931731050368755
INF_kr,0.048109564178053205
SUP_r1,0.044785903547049
SUP_sk,0.028832395427267465
IND_kr,0.027617190323418778
INC_sd,0.017633034965149914
INF_r1,0.017073496358064866
INF_sd,0.01611595429616384
IND_sd,0.007096994408239774
IND_avg,0.006191138464486463
INC_kr,0.004046572087217369
IND_sk,0.0037709277579988975
