Feature,Importance
INC_r1,0.20540061367852622
INF_kr,0.14079266733993118
SUP_sd,0.08252449982001434
SUP_avg,0.06703662371821614
IND_sd,0.0628667966674486
SUP_sk,0.05441932752308083
SUP_r1,0.05168638166141471
IND_sk,0.05115429581173935
SUP_kr,0.04908960934961406
INC_kr,0.04194767971002907
IND_r1,0.03421359254644009
IND_kr,0.0323621623132972
INF_r1,0.03176752872104888
INC_sd,0.029127426192018024
INF_avg,0.015084914174654107
INF_sk,0.013093688340239844
IND_avg,0.011090711160018195
INC_sk,0.010395041254408705
INF_sd,0.008750050979575373
INC_avg,0.007196389038285265
