Feature,Importance
INC_kr,0.13491007582714187
INC_sk,0.1284514842647441
INC_sd,0.12178551497318103
SUP_kr,0.09828942246632216
SUP_r1,0.08908586472615747
SUP_sk,0.07042236050076285
SUP_sd,0.060126671259683934
INF_kr,0.044769867280351254
IND_sd,0.041152446814535004
IND_avg,0.03333136096039579
INF_avg,0.03233579320161405
INF_sk,0.0319750233801527
SUP_avg,0.030760863529174117
IND_r1,0.021095097974262636
IND_sk,0.01337513531844286
INF_sd,0.012755278074367729
INC_avg,0.010675190516339042
IND_kr,0.0089169945500622
INC_r1,0.008258132917508775
INF_r1,0.007527421464800555
