Feature,Importance
IND_avg,0.18086474292826446
SUP_sd,0.11345420519118533
IND_sd,0.09990102502159871
INC_r1,0.09525501395142409
INF_sd,0.08124655356917124
INC_sd,0.06938073494609723
INC_avg,0.05402617337446835
INC_sk,0.04411114882371794
INF_kr,0.04110906006178888
INF_avg,0.039278907586360164
INC_kr,0.03676004042874964
IND_r1,0.027878406277943656
IND_kr,0.025507783315340246
SUP_r1,0.022615434230630168
INF_r1,0.015400553773710681
IND_sk,0.014199063232552454
SUP_sk,0.01220822591781098
SUP_avg,0.012007260881069438
SUP_kr,0.010977041117283492
INF_sk,0.0038186253708328006
