Feature,Importance
INF_sd,0.2540153707300522
IND_avg,0.17908113105478196
SUP_kr,0.09657848359198062
SUP_sk,0.08112862191912125
INC_kr,0.0709090155598879
INC_sd,0.06772385773839004
SUP_sd,0.05230250092448822
INF_avg,0.04197500586714042
INC_avg,0.030169366544941085
SUP_r1,0.028710132586059624
IND_sd,0.01799658484206416
INC_sk,0.01704317812784593
IND_r1,0.012375299093736724
IND_kr,0.009994775571596025
SUP_avg,0.008922731911476798
INC_r1,0.0071575669066518965
INF_r1,0.006988513006396133
INF_sk,0.00645851546025656
INF_kr,0.006372687443033451
IND_sk,0.004096661120099102
