Feature,Importance
INC_kr,0.21165560343051404
IND_r1,0.16334486471728782
INC_sk,0.09498721722259745
SUP_sd,0.0697856759364943
INC_avg,0.05994523439742214
IND_sk,0.049915609108597325
SUP_sk,0.04842418960120902
INF_r1,0.047582369426648015
SUP_kr,0.03634466955116475
SUP_avg,0.03322243777072478
SUP_r1,0.03291674147030328
IND_sd,0.03218518657299351
IND_kr,0.02517626009745964
INC_r1,0.023983601396210003
INF_avg,0.021147275141915563
IND_avg,0.020339751687574615
INF_sd,0.014801015244320388
INF_sk,0.005091886846512229
INF_kr,0.004712172432095563
INC_sd,0.004438237947955623
