Feature,Importance
SUP_sd,0.20560326442639773
IND_sd,0.10619767896910678
SUP_avg,0.09931227510537356
INF_avg,0.09606972714629196
INF_sk,0.0950043721713178
INC_r1,0.059387557284716896
SUP_sk,0.05567983688352673
IND_sk,0.0514220482665588
INC_avg,0.04412726536906961
SUP_r1,0.028943755600005658
INC_kr,0.023797417407851032
INF_r1,0.023224416528853684
INC_sd,0.02180607680918044
INF_sd,0.020150236469740304
INF_kr,0.01473278421774819
IND_avg,0.013631868868482427
IND_r1,0.013579995765340143
IND_kr,0.0131661926517881
SUP_kr,0.008017953206052366
INC_sk,0.0061452768525979305
