Feature,Importance
INF_kr,0.2811182474096648
INC_sd,0.17429271076108094
IND_avg,0.11783551845338135
INC_sk,0.067088262114823
INC_r1,0.06503830788658425
INF_sd,0.05657087176267171
INF_avg,0.044378161488340534
INF_sk,0.028482472418586098
SUP_avg,0.025992599977809606
INF_r1,0.023651719673305642
INC_avg,0.023601023180068438
IND_kr,0.020192759343308494
IND_sd,0.015263456437662162
SUP_r1,0.015227736753227514
SUP_sk,0.013383387990017127
INC_kr,0.009369327044443527
IND_r1,0.00763055976403249
SUP_sd,0.004256148295708242
SUP_kr,0.003491389844730131
IND_sk,0.0031353394005538375
