Feature,Importance
IND_avg,0.16374242321122154
SUP_sk,0.13208405915811403
SUP_sd,0.12336943112939298
IND_sd,0.06985598250839314
INC_sd,0.06843003935491242
INC_avg,0.06295109925194968
INF_sk,0.057552328703417005
INF_r1,0.05606355642998726
INC_r1,0.049894270487658404
INF_sd,0.04898377477207238
INF_kr,0.03300923816136213
SUP_avg,0.02912877802613087
INC_kr,0.029086807580389083
IND_sk,0.01705973111674772
SUP_r1,0.013650956603538869
INC_sk,0.011958486243727768
INF_avg,0.011256729783637058
IND_r1,0.011136004222942792
SUP_kr,0.00627645597959965
IND_kr,0.004509847274805277
