Feature,Importance
IND_avg,0.3097214097436614
INF_avg,0.08725892200592615
SUP_sk,0.0813338477929132
INF_sd,0.06768976784265525
IND_sd,0.060606703295369255
INF_kr,0.05068922309490406
SUP_kr,0.04880908464158674
INC_avg,0.03837249532004811
IND_sk,0.03616003817986279
SUP_r1,0.03282293997369954
INF_r1,0.03267415664221851
SUP_avg,0.029394882898796944
IND_kr,0.02922287577259107
INC_kr,0.027213045769365826
INC_sk,0.023302424002132772
IND_r1,0.014373055062946718
INC_r1,0.010800583242388776
INF_sk,0.0074935980782299075
SUP_sd,0.007387135024822307
INC_sd,0.00467381161588078
