,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,2.863015007442397,2.4284602270483293,2.588349046963775,2.574649497232021,2.511444328906026,1.7630481814640164,1.6086783873841084,1.5447220677266233,1.5055394582836772,1.5462964174502247,1.247992298384127,1.1220510340222094,1.0680369596359882,0.9983955004153547,0.6894682226874121,1.094429977247743,1.038256668308447,0.8672422884613892,0.7160596366082894,0.29842986377025993,0.9800273320472427,0.8808291636192335,0.7468712750223621,0.39650996290835516,0.0
spearman,0.01752277456599947,0.0568773401146091,0.06123552739806207,0.015323036338062054,-0.040279050351094095,-0.014192332570595628,-0.0718178283528517,0.011280322229308255,-0.03675628542589402,-0.09778928521843715,0.025754463492403398,-0.08320779650474797,-0.06192776363355899,-0.0926438253890419,-0.24779324633181465,0.011373388253256497,-0.08581491857704028,-0.1977694928115445,-0.27419742681283543,-0.3344209553151975,-0.031334945901863025,-0.18494434061827186,-0.30523793217310685,-0.4544832132080908,-0.4779415907506011
