Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
483,0.2940000000,0.0447660586,0.3886884496,2.4921220433,0.4070061216,0.2865000000,0.0397523584,-0.1200925669,2.4352916319,-0.6988687267,0.4195000000,0.0414397152,-0.7077371276,1.6382415964,-0.0177270703,0.0285000000,0.0067268120,-0.1493614659,2.2409877598,-0.6751246279
