Feature,Importance
INF_sd,0.1448599353170361
SUP_sd,0.13738428088347862
INC_r1,0.10939747573161146
IND_sd,0.07955405536102067
INC_avg,0.060915729142554255
INC_sd,0.052269650843188
INF_r1,0.04979529285797562
SUP_avg,0.04846242051034326
IND_sk,0.044067841717791566
INC_sk,0.039628058793529125
SUP_r1,0.03754940318880792
IND_avg,0.028309414219440526
INF_kr,0.026705997054926503
IND_kr,0.02620669536530564
INF_avg,0.025424310669884393
SUP_sk,0.023428155236115487
IND_r1,0.02114173277126659
INF_sk,0.016585533603124435
INC_kr,0.014796455103983086
SUP_kr,0.013517561628616712
