Feature,Importance
IND_sd,0.13202626615695348
IND_avg,0.10310932249245149
INF_avg,0.09895750259570221
INC_r1,0.09125364089170379
INC_avg,0.06654480722404409
INF_sd,0.06486951075800194
SUP_sd,0.06335335564348649
SUP_avg,0.051950656864123326
IND_kr,0.03672298897940679
INF_sk,0.03473394031521115
INF_kr,0.033653764644165224
IND_r1,0.0292026354888042
IND_sk,0.028548370872452503
INC_sd,0.028147584346869977
SUP_r1,0.028146447008495924
SUP_sk,0.02806584924926146
SUP_kr,0.0230676773451831
INC_kr,0.020520279710268943
INC_sk,0.019176141407021608
INF_r1,0.01794925800639231
