Feature,Importance
SUP_sk,0.144785986529782
SUP_avg,0.1264766384156716
INF_avg,0.09705382945598816
SUP_sd,0.08242445879595917
INC_avg,0.05909909461011614
INC_r1,0.052135634067328934
INC_kr,0.04932433819804583
INF_sk,0.04711929611004545
INF_r1,0.04193881450529293
IND_avg,0.0375003275182253
SUP_kr,0.031291214255175635
INF_kr,0.031023512707929402
INC_sk,0.030330950092863317
IND_r1,0.030115670259096828
INF_sd,0.028714162471276342
SUP_r1,0.026300429732196443
IND_sd,0.023318294097107273
IND_sk,0.02284340489234257
IND_kr,0.019281134715354795
INC_sd,0.018922808570201705
