Feature,Importance
INF_sd,0.18349184886382894
INC_sd,0.1263353178350733
SUP_r1,0.12290288181002294
SUP_sd,0.07965173589788614
INF_avg,0.06441169789702776
INF_sk,0.05072458370227158
IND_sd,0.04475888711116063
INC_r1,0.04161629947726556
INF_r1,0.03715176479495902
SUP_avg,0.03095656295514396
INF_kr,0.02849590052275691
INC_avg,0.026284418204804285
INC_kr,0.024211077444642952
IND_avg,0.023621724566565038
IND_r1,0.022116081893769134
IND_kr,0.0208154266472107
INC_sk,0.019868572222534502
SUP_sk,0.018794863455669674
IND_sk,0.01693649038789927
SUP_kr,0.016853864309507686
