Feature,Importance
INF_sd,0.18897129436697874
IND_avg,0.16909979484127347
INF_r1,0.058114653500858406
INC_sd,0.05244243609665662
INF_kr,0.050436377263172266
INC_r1,0.05031144651576497
SUP_sd,0.04629214345849777
INC_avg,0.045498573440353685
SUP_sk,0.04360299721658591
INF_avg,0.04296269183210395
IND_kr,0.03849469297227925
INC_kr,0.035943584701412165
IND_sd,0.028269484133661312
SUP_avg,0.025588188485270887
SUP_kr,0.025448109873043707
INC_sk,0.025165689529789478
IND_r1,0.02397610969194375
SUP_r1,0.022051354968193482
IND_sk,0.01420377244384572
INF_sk,0.013126604668314452
