Feature,Importance
IND_avg,0.14363457863810103
INF_avg,0.1321588056787488
INF_sd,0.0907918508011657
SUP_sd,0.08866021208443492
INC_sd,0.05475631316794109
INC_r1,0.04791747155923745
INC_kr,0.04684547110381373
INC_avg,0.043601127905414934
SUP_avg,0.04144171320227304
INC_sk,0.037268619210737694
IND_sk,0.03711954820172804
SUP_kr,0.032607235560918886
IND_r1,0.032552130781993406
SUP_r1,0.030299269983020218
INF_r1,0.026428987406563364
SUP_sk,0.025498509935673326
IND_kr,0.024949305384397154
INF_kr,0.023957917622962975
IND_sd,0.0221457992318861
INF_sk,0.017365132538988238
