Feature,Importance
INF_r1,0.1390269545969337
INF_avg,0.09117156319028982
INF_sd,0.08964080978469358
IND_avg,0.07737978809147911
INC_r1,0.07721364168094155
INC_avg,0.05610676974020524
INF_kr,0.048832414371613966
SUP_sd,0.0485895812412365
INC_sd,0.04746114742011923
INC_sk,0.04690343278472587
SUP_avg,0.03595554367360464
IND_sd,0.0347107939591226
SUP_r1,0.0336912365473494
SUP_sk,0.03316784388004813
INC_kr,0.032034075125010004
IND_kr,0.028476023253183144
SUP_kr,0.021044707620586606
IND_r1,0.020674879285013322
IND_sk,0.01968547374463538
INF_sk,0.018233320009208263
