Feature,Importance
SUP_sd,0.20602383297933077
IND_sd,0.07479560089468167
IND_r1,0.05659477728895188
IND_sk,0.0529066192150276
INF_kr,0.05169062955029192
INC_r1,0.047369366000884906
INC_kr,0.042648242505979574
IND_kr,0.0420059869986647
IND_avg,0.041151920348855626
INF_r1,0.04025922697593379
INC_avg,0.03981598277550793
INF_avg,0.0381538734983462
INC_sd,0.03649877898799996
SUP_r1,0.03573809381510562
SUP_avg,0.03566153174513689
INF_sd,0.03422052792413602
INC_sk,0.03325075937542452
SUP_sk,0.03261708468040429
SUP_kr,0.030126725401774378
INF_sk,0.028470439037561728
