Feature,Importance
INF_sd,0.14791761625284958
INC_sd,0.10246772453753801
INF_r1,0.09774161442369111
SUP_avg,0.06134949444543889
IND_r1,0.060026868044172114
SUP_sd,0.05720696558235491
IND_kr,0.051548315638708965
IND_avg,0.04831992134544065
INF_avg,0.04752102823349585
INC_avg,0.047031402394825506
SUP_sk,0.04679934738264125
INC_r1,0.03423093341633127
INF_kr,0.03373304012200163
INC_kr,0.03139753159662354
SUP_kr,0.025609522284509256
INC_sk,0.025136746579474366
SUP_r1,0.023320685607216743
INF_sk,0.02317578010114404
IND_sd,0.01829798033009414
IND_sk,0.01716748168144809
