Feature,Importance
INF_r1,0.18204296415442744
SUP_r1,0.12332097272991659
INC_kr,0.08275445501580016
SUP_sd,0.07581097239550252
SUP_sk,0.04969510083335913
INC_avg,0.04962347938773114
IND_r1,0.04533620315988271
INF_sd,0.04142499661508751
INC_sk,0.03779000360840103
SUP_kr,0.03600753494180534
SUP_avg,0.03275733138801593
IND_sk,0.03205537366084044
INC_r1,0.03117316929219839
INF_avg,0.030613230824998408
INF_kr,0.029530578583768632
IND_avg,0.0291598509822572
INC_sd,0.026719406451402285
INF_sk,0.024835242565566046
IND_kr,0.021275942782424354
IND_sd,0.018073190626614766
