Feature,Importance
INC_sd,0.1759951705260561
SUP_sd,0.1587995962844831
INF_sd,0.09638908274741995
INC_r1,0.08123084131381336
IND_avg,0.06666682374067313
SUP_r1,0.06158465911793765
INF_r1,0.041923231143482544
INF_avg,0.03892381611702099
SUP_avg,0.03438595017218815
IND_r1,0.03012737614352885
INF_sk,0.02800811890219784
IND_sk,0.026974819827506
SUP_sk,0.026836047160434206
INF_kr,0.023285002352880033
INC_kr,0.022325792294806423
IND_kr,0.021884684517128085
IND_sd,0.01780111392165545
INC_avg,0.016063707535684892
INC_sk,0.015761969872273435
SUP_kr,0.015032196308829942
