Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 37290 | GridSize: 300
Generation 2 | Revalues: 40900 | GridSize: 300
Generation 3 | Revalues: 47140 | GridSize: 298
Generation 4 | Revalues: 49990 | GridSize: 300
Generation 5 | Revalues: 52050 | GridSize: 300
Generation 6 | Revalues: 53830 | GridSize: 300
Generation 7 | Revalues: 55570 | GridSize: 300
Generation 8 | Revalues: 57890 | GridSize: 299
Generation 9 | Revalues: 60960 | GridSize: 300
Generation 10 | Revalues: 62500 | GridSize: 300
Generation 11 | Revalues: 64000 | GridSize: 300
Generation 12 | Revalues: 65980 | GridSize: 300
Generation 13 | Revalues: 68030 | GridSize: 299
Generation 14 | Revalues: 70430 | GridSize: 300
Generation 15 | Revalues: 72340 | GridSize: 300
Generation 16 | Revalues: 74180 | GridSize: 300
Generation 17 | Revalues: 76230 | GridSize: 296
Generation 18 | Revalues: 77640 | GridSize: 300
Generation 19 | Revalues: 79810 | GridSize: 300
Generation 20 | Revalues: 81830 | GridSize: 300
Generation 21 | Revalues: 84100 | GridSize: 300
Generation 22 | Revalues: 85820 | GridSize: 300
Generation 23 | Revalues: 87700 | GridSize: 300
Generation 24 | Revalues: 89440 | GridSize: 300
Generation 25 | Revalues: 91390 | GridSize: 299
Generation 26 | Revalues: 93230 | GridSize: 300
Generation 27 | Revalues: 95250 | GridSize: 297
Generation 28 | Revalues: 96650 | GridSize: 300
Generation 29 | Revalues: 98470 | GridSize: 300
Generation 30 | Revalues: 100760 | GridSize: 300
Generation 31 | Revalues: 102300 | GridSize: 300
Generation 32 | Revalues: 104160 | GridSize: 300
Generation 33 | Revalues: 105470 | GridSize: 299
Generation 34 | Revalues: 107210 | GridSize: 300
Generation 35 | Revalues: 108630 | GridSize: 300
Generation 36 | Revalues: 109760 | GridSize: 300
Generation 37 | Revalues: 111340 | GridSize: 300
Generation 38 | Revalues: 112710 | GridSize: 298
Generation 39 | Revalues: 114650 | GridSize: 300
Generation 40 | Revalues: 116180 | GridSize: 300
Generation 41 | Revalues: 118200 | GridSize: 300
Generation 42 | Revalues: 119860 | GridSize: 300
Generation 43 | Revalues: 121640 | GridSize: 300
Generation 44 | Revalues: 123100 | GridSize: 300
Generation 45 | Revalues: 124810 | GridSize: 300
Generation 46 | Revalues: 126310 | GridSize: 300
Generation 47 | Revalues: 128070 | GridSize: 300
Generation 48 | Revalues: 129420 | GridSize: 300
Generation 49 | Revalues: 130570 | GridSize: 300
Generation 50 | Revalues: 132470 | GridSize: 300
Generation 51 | Revalues: 134550 | GridSize: 300
Generation 52 | Revalues: 136020 | GridSize: 300
Generation 53 | Revalues: 137560 | GridSize: 300
Generation 54 | Revalues: 139290 | GridSize: 300
Generation 55 | Revalues: 140810 | GridSize: 300
Generation 56 | Revalues: 142560 | GridSize: 300
Generation 57 | Revalues: 144100 | GridSize: 300
Generation 58 | Revalues: 145330 | GridSize: 300
Generation 59 | Revalues: 146480 | GridSize: 300
Generation 60 | Revalues: 147870 | GridSize: 300
Generation 61 | Revalues: 149150 | GridSize: 300
Generation 62 | Revalues: 150400 | GridSize: 300
Generation 63 | Revalues: 151870 | GridSize: 300
Generation 64 | Revalues: 153300 | GridSize: 300
Generation 65 | Revalues: 154510 | GridSize: 300
Generation 66 | Revalues: 155890 | GridSize: 300
Generation 67 | Revalues: 157270 | GridSize: 299
Generation 68 | Revalues: 158900 | GridSize: 300
Generation 69 | Revalues: 160420 | GridSize: 300
Generation 70 | Revalues: 161790 | GridSize: 300
Generation 71 | Revalues: 163440 | GridSize: 300
Generation 72 | Revalues: 164670 | GridSize: 300
Generation 73 | Revalues: 165920 | GridSize: 300
Generation 74 | Revalues: 167540 | GridSize: 300
Generation 75 | Revalues: 168740 | GridSize: 300
Generation 76 | Revalues: 170160 | GridSize: 300
Generation 77 | Revalues: 171380 | GridSize: 300
Generation 78 | Revalues: 172980 | GridSize: 300
Generation 79 | Revalues: 174770 | GridSize: 300
Generation 80 | Revalues: 175990 | GridSize: 300
Generation 81 | Revalues: 177210 | GridSize: 300
Generation 82 | Revalues: 178610 | GridSize: 299
Generation 83 | Revalues: 179800 | GridSize: 300
Generation 84 | Revalues: 181150 | GridSize: 300
Generation 85 | Revalues: 182270 | GridSize: 300
Generation 86 | Revalues: 183420 | GridSize: 300
Generation 87 | Revalues: 184830 | GridSize: 300
Generation 88 | Revalues: 186170 | GridSize: 300
Generation 89 | Revalues: 187390 | GridSize: 300
Generation 90 | Revalues: 188650 | GridSize: 300
Generation 91 | Revalues: 189960 | GridSize: 300
Generation 92 | Revalues: 191220 | GridSize: 298
Generation 93 | Revalues: 192510 | GridSize: 300
Generation 94 | Revalues: 193830 | GridSize: 300
Generation 95 | Revalues: 195050 | GridSize: 299
Generation 96 | Revalues: 196440 | GridSize: 300
Generation 97 | Revalues: 197560 | GridSize: 299
Generation 98 | Revalues: 198640 | GridSize: 300
Generation 99 | Revalues: 199720 | GridSize: 300
Generation 100 | Revalues: 201040 | GridSize: 300
Generation 101 | Revalues: 202330 | GridSize: 300
Generation 102 | Revalues: 203420 | GridSize: 300
Generation 103 | Revalues: 204790 | GridSize: 300
Generation 104 | Revalues: 206190 | GridSize: 300
Generation 105 | Revalues: 207470 | GridSize: 300
Generation 106 | Revalues: 208650 | GridSize: 300
Generation 107 | Revalues: 209860 | GridSize: 300
Generation 108 | Revalues: 211150 | GridSize: 300
Generation 109 | Revalues: 212500 | GridSize: 300
Generation 110 | Revalues: 213700 | GridSize: 300
Generation 111 | Revalues: 215120 | GridSize: 300
Generation 112 | Revalues: 216270 | GridSize: 300
Generation 113 | Revalues: 217380 | GridSize: 300
Generation 114 | Revalues: 218740 | GridSize: 300
Generation 115 | Revalues: 220110 | GridSize: 300
Generation 116 | Revalues: 221520 | GridSize: 300
Generation 117 | Revalues: 222690 | GridSize: 300
Generation 118 | Revalues: 223930 | GridSize: 300
