Instance,FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
H,0.4934751866,0.3013911506,0.0017434890,0.0012433160,0.8744291087,0.0838394644,2.5875180104,0.8020112763,-0.0493438085,0.5468381585,0.0000061893,0.0000410713,0.0001052255,0.0000657092,0.0382039309,0.1696012612,3.0863862515,0.6898338858,0.0781775678,0.2710776502,0.4950800000,0.0298931698,0.0715424263,0.0097914880,0.0259488022,0.1698934047,2.8998951048,0.5438664783,0.0817862230,0.2377063740
