Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 37590 | GridSize: 300
Generation 2 | Revalues: 42800 | GridSize: 300
Generation 3 | Revalues: 53120 | GridSize: 300
Generation 4 | Revalues: 55970 | GridSize: 300
Generation 5 | Revalues: 58180 | GridSize: 296
Generation 6 | Revalues: 60120 | GridSize: 299
Generation 7 | Revalues: 62030 | GridSize: 298
Generation 8 | Revalues: 64230 | GridSize: 300
Generation 9 | Revalues: 66540 | GridSize: 300
Generation 10 | Revalues: 68680 | GridSize: 300
Generation 11 | Revalues: 70680 | GridSize: 300
Generation 12 | Revalues: 72080 | GridSize: 300
Generation 13 | Revalues: 74420 | GridSize: 300
Generation 14 | Revalues: 76110 | GridSize: 300
Generation 15 | Revalues: 80880 | GridSize: 295
Generation 16 | Revalues: 83110 | GridSize: 300
Generation 17 | Revalues: 85330 | GridSize: 300
Generation 18 | Revalues: 86770 | GridSize: 299
Generation 19 | Revalues: 88560 | GridSize: 300
Generation 20 | Revalues: 89960 | GridSize: 300
Generation 21 | Revalues: 91440 | GridSize: 300
Generation 22 | Revalues: 93570 | GridSize: 300
Generation 23 | Revalues: 95240 | GridSize: 300
Generation 24 | Revalues: 96740 | GridSize: 300
Generation 25 | Revalues: 98350 | GridSize: 299
Generation 26 | Revalues: 99830 | GridSize: 300
Generation 27 | Revalues: 101040 | GridSize: 300
Generation 28 | Revalues: 102340 | GridSize: 300
Generation 29 | Revalues: 103680 | GridSize: 300
Generation 30 | Revalues: 105440 | GridSize: 300
Generation 31 | Revalues: 106650 | GridSize: 300
Generation 32 | Revalues: 108100 | GridSize: 300
Generation 33 | Revalues: 110080 | GridSize: 300
Generation 34 | Revalues: 111330 | GridSize: 300
Generation 35 | Revalues: 112850 | GridSize: 300
Generation 36 | Revalues: 114040 | GridSize: 300
Generation 37 | Revalues: 115380 | GridSize: 300
Generation 38 | Revalues: 116690 | GridSize: 300
Generation 39 | Revalues: 118360 | GridSize: 300
Generation 40 | Revalues: 119770 | GridSize: 300
Generation 41 | Revalues: 121130 | GridSize: 300
Generation 42 | Revalues: 122810 | GridSize: 300
Generation 43 | Revalues: 124420 | GridSize: 300
Generation 44 | Revalues: 126120 | GridSize: 300
Generation 45 | Revalues: 127500 | GridSize: 300
Generation 46 | Revalues: 129230 | GridSize: 300
Generation 47 | Revalues: 130580 | GridSize: 300
Generation 48 | Revalues: 131920 | GridSize: 300
Generation 49 | Revalues: 133310 | GridSize: 300
Generation 50 | Revalues: 134580 | GridSize: 300
Generation 51 | Revalues: 136020 | GridSize: 300
Generation 52 | Revalues: 137520 | GridSize: 300
Generation 53 | Revalues: 138980 | GridSize: 300
Generation 54 | Revalues: 140770 | GridSize: 300
Generation 55 | Revalues: 141960 | GridSize: 300
Generation 56 | Revalues: 143330 | GridSize: 300
Generation 57 | Revalues: 144820 | GridSize: 300
Generation 58 | Revalues: 146020 | GridSize: 300
Generation 59 | Revalues: 147450 | GridSize: 300
Generation 60 | Revalues: 149180 | GridSize: 300
Generation 61 | Revalues: 150340 | GridSize: 300
Generation 62 | Revalues: 151570 | GridSize: 300
Generation 63 | Revalues: 152820 | GridSize: 300
Generation 64 | Revalues: 154400 | GridSize: 300
Generation 65 | Revalues: 156260 | GridSize: 300
Generation 66 | Revalues: 157550 | GridSize: 300
Generation 67 | Revalues: 158990 | GridSize: 300
Generation 68 | Revalues: 160300 | GridSize: 300
Generation 69 | Revalues: 161440 | GridSize: 300
Generation 70 | Revalues: 162540 | GridSize: 300
Generation 71 | Revalues: 163840 | GridSize: 300
Generation 72 | Revalues: 165400 | GridSize: 300
Generation 73 | Revalues: 166620 | GridSize: 300
Generation 74 | Revalues: 167760 | GridSize: 300
Generation 75 | Revalues: 168850 | GridSize: 300
Generation 76 | Revalues: 170210 | GridSize: 300
Generation 77 | Revalues: 171570 | GridSize: 300
Generation 78 | Revalues: 173290 | GridSize: 300
Generation 79 | Revalues: 174440 | GridSize: 300
Generation 80 | Revalues: 175740 | GridSize: 299
Generation 81 | Revalues: 176910 | GridSize: 300
Generation 82 | Revalues: 178250 | GridSize: 300
Generation 83 | Revalues: 179500 | GridSize: 300
Generation 84 | Revalues: 180950 | GridSize: 300
Generation 85 | Revalues: 182390 | GridSize: 300
Generation 86 | Revalues: 183980 | GridSize: 300
Generation 87 | Revalues: 185310 | GridSize: 300
Generation 88 | Revalues: 186480 | GridSize: 300
Generation 89 | Revalues: 187700 | GridSize: 300
Generation 90 | Revalues: 189020 | GridSize: 300
Generation 91 | Revalues: 190310 | GridSize: 300
Generation 92 | Revalues: 191660 | GridSize: 300
Generation 93 | Revalues: 192980 | GridSize: 300
Generation 94 | Revalues: 194260 | GridSize: 300
Generation 95 | Revalues: 195400 | GridSize: 300
