Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 32970 | GridSize: 300
Generation 2 | Revalues: 39960 | GridSize: 295
Generation 3 | Revalues: 43950 | GridSize: 300
Generation 4 | Revalues: 47160 | GridSize: 300
Generation 5 | Revalues: 49380 | GridSize: 300
Generation 6 | Revalues: 51700 | GridSize: 298
Generation 7 | Revalues: 54260 | GridSize: 298
Generation 8 | Revalues: 55940 | GridSize: 299
Generation 9 | Revalues: 58160 | GridSize: 300
Generation 10 | Revalues: 59970 | GridSize: 300
Generation 11 | Revalues: 61750 | GridSize: 300
Generation 12 | Revalues: 63560 | GridSize: 300
Generation 13 | Revalues: 65410 | GridSize: 300
Generation 14 | Revalues: 68460 | GridSize: 300
Generation 15 | Revalues: 70610 | GridSize: 298
Generation 16 | Revalues: 72020 | GridSize: 299
Generation 17 | Revalues: 73780 | GridSize: 299
Generation 18 | Revalues: 75520 | GridSize: 300
Generation 19 | Revalues: 76800 | GridSize: 300
Generation 20 | Revalues: 78300 | GridSize: 300
Generation 21 | Revalues: 79510 | GridSize: 300
Generation 22 | Revalues: 80650 | GridSize: 300
Generation 23 | Revalues: 81960 | GridSize: 300
Generation 24 | Revalues: 83280 | GridSize: 300
Generation 25 | Revalues: 84380 | GridSize: 300
Generation 26 | Revalues: 85870 | GridSize: 300
Generation 27 | Revalues: 87900 | GridSize: 300
Generation 28 | Revalues: 89130 | GridSize: 299
Generation 29 | Revalues: 90610 | GridSize: 300
Generation 30 | Revalues: 92170 | GridSize: 300
Generation 31 | Revalues: 93650 | GridSize: 299
Generation 32 | Revalues: 94850 | GridSize: 300
Generation 33 | Revalues: 96010 | GridSize: 300
Generation 34 | Revalues: 97250 | GridSize: 300
Generation 35 | Revalues: 98650 | GridSize: 299
Generation 36 | Revalues: 100200 | GridSize: 300
Generation 37 | Revalues: 101600 | GridSize: 300
Generation 38 | Revalues: 102860 | GridSize: 300
Generation 39 | Revalues: 104220 | GridSize: 300
Generation 40 | Revalues: 105700 | GridSize: 300
Generation 41 | Revalues: 107530 | GridSize: 300
Generation 42 | Revalues: 109060 | GridSize: 300
Generation 43 | Revalues: 110200 | GridSize: 300
Generation 44 | Revalues: 111690 | GridSize: 300
Generation 45 | Revalues: 112950 | GridSize: 300
Generation 46 | Revalues: 114350 | GridSize: 299
Generation 47 | Revalues: 115870 | GridSize: 300
Generation 48 | Revalues: 117210 | GridSize: 300
Generation 49 | Revalues: 118390 | GridSize: 300
Generation 50 | Revalues: 120340 | GridSize: 300
Generation 51 | Revalues: 121740 | GridSize: 300
Generation 52 | Revalues: 123100 | GridSize: 300
Generation 53 | Revalues: 124530 | GridSize: 300
Generation 54 | Revalues: 126020 | GridSize: 300
Generation 55 | Revalues: 127280 | GridSize: 298
Generation 56 | Revalues: 128410 | GridSize: 300
Generation 57 | Revalues: 129420 | GridSize: 300
Generation 58 | Revalues: 130830 | GridSize: 300
Generation 59 | Revalues: 132090 | GridSize: 298
Generation 60 | Revalues: 133820 | GridSize: 300
Generation 61 | Revalues: 135300 | GridSize: 299
Generation 62 | Revalues: 136650 | GridSize: 299
Generation 63 | Revalues: 138670 | GridSize: 300
Generation 64 | Revalues: 140070 | GridSize: 300
Generation 65 | Revalues: 141470 | GridSize: 296
