Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.2306,0.0277604035,0.1555432366,2.9153877061,-0.1090234079,0.2506,0.0319474569,0.2858497768,2.855007021,0.0158749454,0.5188,0.0322886977,-0.0976281685,2.7457023199,0.3824668168,0.03,0.0088317609,-0.1756756757,2.3915187377,0.3483929336,0.8778196736949999,0.8737374727,0.87187058555
129,0.2482,0.0326153338,-0.1962365355,2.4417901995,-0.1797055546,0.2698,0.0287569122,0.1099972586,2.3273986805,0.3335118508,0.482,0.0241246762,-0.3057250117,2.1523895561,0.1816166679,0.036,0.0104880885,-0.2008242788,3.0676033058,-0.4992676831,0.88212195135,0.8713151483499999,0.8601232140499999
22,0.2464,0.0265902238,-0.0850311523,3.2936287205,0.9033175639,0.2842,0.0242767378,0.1106058772,2.2537071178,0.0639497303,0.4694,0.0299105333,0.1116266138,3.3113488533,0.6414838259,0.032,0.0096953597,-0.0337462623,2.3465368945,0.5135161098,0.74901920087,0.7472773671,0.73762834155
183,0.236,0.0324037035,-0.1922503726,2.4845333333,-0.5292164037,0.2404,0.028945466,-0.0032095825,2.0120782956,-0.200624211,0.5236,0.0320474648,0.1768872514,3.9322436719,0.8291696111,0.0394,0.0073918874,0.2494361618,2.8716550658,0.4297378663,0.8038236298599999,0.7912348318550001,0.7844906953499999
429,0.2924,0.0372859223,0.2989688704,3.1096564801,-0.4636425562,0.2242,0.0358240143,0.2466800794,3.7249649775,0.7680368425,0.4834,0.0408587812,0.1904475265,2.6313109247,-0.4732734859,0.0408,0.0108332821,0.1143187574,2.5720569642,0.3129037936,0.81216108937,0.8065373806000002,0.8052607797499997
64,0.2736,0.036810868,-0.0226213147,3.3246384984,0.5663351959,0.248,0.0374432905,0.125034125,3.2287103608,0.3011687105,0.4784,0.0450714988,0.2176229838,3.0466883697,-0.6884552285,0.036,0.0112249722,-0.3305679643,2.7773998488,0.3224103871,0.7590314451500001,0.7387688963000001,0.7268554897499999
481,0.2448,0.0403107926,0.2894058767,3.4831995477,0.4224204119,0.2648,0.0331807173,0.3262306657,2.1633176154,0.1000689763,0.4904,0.0436559274,-0.0531008845,2.2528993089,-0.1939523652,0.0298,0.009108238,-0.0593261201,2.0665748222,-0.2186497516,0.7541445870500001,0.7199155125,0.7089140523999999
241,0.2338,0.0320711709,0.0570672743,2.6880150185,0.4678960262,0.263,0.032984845,-0.1526094027,3.6238071745,0.314482659,0.5032,0.0335225297,-0.0118273767,3.9884404966,-0.3615715929,0.0398,0.0087726849,0.1361955404,2.3920064315,-0.0723043792,0.8024932447000002,0.794979302,0.7853894772499999
281,0.2494,0.0300772339,-0.1884701615,3.7013848831,0.3360485446,0.2024,0.0266127789,0.3447176263,1.8382518788,0.1330017407,0.5482,0.0352953255,0.0601443133,2.7815632846,0.00745826,0.0482,0.0100876162,-0.172743542,3.0862777382,-0.1457980451,0.851162199925,0.84795675195,0.8438366221999999
84,0.2358,0.0288679753,-0.11071292,2.1192899602,-0.1334547322,0.276,0.0222710575,0.2788297509,3.6029526535,-0.6050815719,0.4882,0.034260181,0.0875950335,2.7302490792,-0.3633347531,0.041,0.0091651514,0.1853263459,2.518707483,0.4052617962,0.8201216482,0.8147515735,0.8082095256
161,0.2602,0.0329993939,-0.2054087649,2.4584340188,-0.3628322454,0.2396,0.0289108976,0.4408234952,1.8162134425,0.2136601136,0.5002,0.0399869979,-0.08288849,3.0786582813,0.7677111467,0.027,0.0089442719,0.2039176293,2.579375,0.394106981,0.876538476955,0.8755670562499999,0.8747922004500002
103,0.3018,0.0676,0.7654159118,1.7996832309,0.0860184751,0.267,0.0416173041,0.2354431689,2.1028687016,-0.3737453172,0.4312,0.0571013135,0.6177472608,2.2818592362,0.4657815231,0.0408,0.0079598995,-0.0894553355,4.8944033134,0.7483534414,0.7468631870600001,0.7466324675999999,0.7410779065000002
209,0.2184,0.0197342342,0.0127774709,2.5984988073,-0.1283739058,0.276,0.03082207,0.1090840145,2.7309894737,-0.0831939751,0.5056,0.0286817015,0.0786835581,2.9288860396,0.5176596559,0.0362,0.0089755223,-0.3945249951,2.4395177156,-0.1960313352,0.7869977449200001,0.7803603920100002,0.7748401763
206,0.2206,0.0389953843,0.7542235013,2.5470366229,-0.1081381219,0.2514,0.0475503943,0.5225561775,2.428159495,-0.4725377364,0.528,0.0548270006,0.5671517728,1.7151040567,0.1847218413,0.0362,0.0116,-0.2521047541,2.6316018669,-0.215353233,0.8522765944700001,0.8387304954099999,0.83120996516
244,0.2416,0.0336666007,-0.1433727853,1.7942819335,0.1940663554,0.2594,0.0316012658,-0.124946126,2.4642025243,-0.2629176836,0.499,0.0400998753,-0.2864572444,2.4125547635,-0.4075644489,0.034,0.009591663,-0.1852979556,2.199905482,0.3535679195,0.806964965275,0.799404433375,0.7950804617499999
336,0.3096,0.0399979999,0.3167208407,2.5700327008,-0.1923746055,0.2832,0.0600313252,0.6430575734,1.9156013384,-0.1993582572,0.4072,0.0533494142,0.4791357349,2.3052183923,-0.1530568738,0.0344,0.0089799777,0.0719408606,3.150572208,0.8843085884,0.78920580835,0.78829583085,0.7873322019500002
331,0.2814,0.0272587601,-0.1546550237,1.9320962964,0.2015116845,0.2312,0.0293011945,-0.0690265287,2.1533547092,0.1787767125,0.4874,0.0325613268,0.2474776151,2.3978846968,-0.2727920751,0.0364,0.0091126286,-0.5448110933,2.3738291735,0.0178244668,0.8669219391,0.8354222631000001,0.8218784917999999
0,0.2536,0.034074037,0.1596621284,4.1914941918,0.8322298657,0.2374,0.0259661318,0.1295988158,2.5473434738,-0.3894553258,0.509,0.0354964787,-0.0895907827,3.9925094482,-1.0858219901,0.036,0.013190906,-0.1462679648,4.6367419738,1.0508807363,0.8686656940999999,0.8563766704499999,0.8482288023000001
261,0.2416,0.0298234807,-0.1121254042,2.3836696801,0.3640398254,0.243,0.0285657137,-0.255598611,2.7270941465,-0.3606236025,0.5154,0.0394948098,-0.1562719356,3.8220091109,0.7737631044,0.0296,0.0113066352,-0.0161456867,2.6261170487,0.493601864,0.8341118325499999,0.79440295415,0.7801412512
504,0.27,0.0342052628,0.1354775828,2.4822485207,-0.0037481112,0.241,0.0615792173,0.6303019948,2.0905019895,-0.4687283361,0.489,0.0528583011,0.6057767369,2.1977509327,0.2054898962,0.0338,0.0095163018,0.2401428999,2.8772506212,-0.2462948636,0.7862381218500001,0.7888774733000002,0.7860605365000001
407,0.2442,0.031294728,0.1881955948,2.3525906886,0.3501270626,0.254,0.0300665928,-0.2454026326,4.3316968831,0.8041883474,0.5018,0.0402213873,0.0399130351,2.7972431732,0.0964100759,0.0424,0.0111462998,0.3314193574,2.4270725833,0.1022864916,0.7318779241999998,0.73032706915,0.7292659903000002
440,0.2308,0.0303868393,0.0116619733,2.7749571221,0.8112991152,0.2678,0.0393466644,-0.3440242173,3.3735313401,-0.9179439949,0.5014,0.041509517,-0.0216649823,4.4878009645,1.1953639554,0.0338,0.0091956511,0.1039307759,2.7230415959,0.8181029786,0.73711355295,0.7334915454,0.7273522276000001
230,0.2534,0.0245650158,0.143251756,2.4595894669,0.1545253127,0.2298,0.0264378517,-0.1819635402,2.5680552368,0.4331610832,0.5168,0.0287012195,0.1352243204,2.4266130488,0.1104290155,0.043,0.0109544512,0.1121495327,4.7408333333,1.3373559112,0.7738029554500001,0.7755918002000002,0.7694919952500001
