Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 21730 | GridSize: 271
Generation 2 | Revalues: 24750 | GridSize: 255
Generation 3 | Revalues: 27270 | GridSize: 277
Generation 4 | Revalues: 30060 | GridSize: 291
Generation 5 | Revalues: 31990 | GridSize: 299
Generation 6 | Revalues: 33690 | GridSize: 292
Generation 7 | Revalues: 35470 | GridSize: 300
Generation 8 | Revalues: 38000 | GridSize: 288
Generation 9 | Revalues: 39750 | GridSize: 298
Generation 10 | Revalues: 41340 | GridSize: 296
Generation 11 | Revalues: 43500 | GridSize: 299
Generation 12 | Revalues: 44810 | GridSize: 300
Generation 13 | Revalues: 46380 | GridSize: 300
Generation 14 | Revalues: 47930 | GridSize: 299
Generation 15 | Revalues: 49760 | GridSize: 300
Generation 16 | Revalues: 51250 | GridSize: 294
Generation 17 | Revalues: 52580 | GridSize: 294
Generation 18 | Revalues: 53980 | GridSize: 300
Generation 19 | Revalues: 55840 | GridSize: 300
Generation 20 | Revalues: 57160 | GridSize: 300
Generation 21 | Revalues: 59090 | GridSize: 300
Generation 22 | Revalues: 60250 | GridSize: 300
Generation 23 | Revalues: 61540 | GridSize: 296
Generation 24 | Revalues: 62660 | GridSize: 300
Generation 25 | Revalues: 64010 | GridSize: 297
Generation 26 | Revalues: 65440 | GridSize: 300
Generation 27 | Revalues: 66550 | GridSize: 300
Generation 28 | Revalues: 68060 | GridSize: 291
Generation 29 | Revalues: 69360 | GridSize: 296
Generation 30 | Revalues: 70560 | GridSize: 300
Generation 31 | Revalues: 72060 | GridSize: 298
Generation 32 | Revalues: 73290 | GridSize: 300
Generation 33 | Revalues: 74430 | GridSize: 299
Generation 34 | Revalues: 75570 | GridSize: 298
Generation 35 | Revalues: 77220 | GridSize: 295
Generation 36 | Revalues: 78600 | GridSize: 294
Generation 37 | Revalues: 79770 | GridSize: 300
Generation 38 | Revalues: 81300 | GridSize: 297
Generation 39 | Revalues: 82390 | GridSize: 300
Generation 40 | Revalues: 83570 | GridSize: 299
Generation 41 | Revalues: 84850 | GridSize: 298
Generation 42 | Revalues: 86120 | GridSize: 300
Generation 43 | Revalues: 87230 | GridSize: 300
Generation 44 | Revalues: 88420 | GridSize: 300
Generation 45 | Revalues: 89830 | GridSize: 300
Generation 46 | Revalues: 90920 | GridSize: 298
Generation 47 | Revalues: 92520 | GridSize: 300
Generation 48 | Revalues: 93970 | GridSize: 297
Generation 49 | Revalues: 95240 | GridSize: 300
Generation 50 | Revalues: 96530 | GridSize: 297
Generation 51 | Revalues: 97540 | GridSize: 300
Generation 52 | Revalues: 98550 | GridSize: 300
Generation 53 | Revalues: 99640 | GridSize: 300
Generation 54 | Revalues: 100860 | GridSize: 298
Generation 55 | Revalues: 101940 | GridSize: 300
Generation 56 | Revalues: 102980 | GridSize: 300
Generation 57 | Revalues: 104110 | GridSize: 300
Generation 58 | Revalues: 105320 | GridSize: 300
Generation 59 | Revalues: 106320 | GridSize: 300
Generation 60 | Revalues: 107560 | GridSize: 300
Generation 61 | Revalues: 108640 | GridSize: 300
Generation 62 | Revalues: 109690 | GridSize: 300
Generation 63 | Revalues: 110770 | GridSize: 300
Generation 64 | Revalues: 111790 | GridSize: 300
Generation 65 | Revalues: 113260 | GridSize: 295
Generation 66 | Revalues: 114610 | GridSize: 300
Generation 67 | Revalues: 115670 | GridSize: 298
Generation 68 | Revalues: 116730 | GridSize: 300
Generation 69 | Revalues: 117890 | GridSize: 300
Generation 70 | Revalues: 119160 | GridSize: 300
Generation 71 | Revalues: 120460 | GridSize: 300
Generation 72 | Revalues: 121970 | GridSize: 300
Generation 73 | Revalues: 123010 | GridSize: 300
Generation 74 | Revalues: 124270 | GridSize: 300
Generation 75 | Revalues: 125360 | GridSize: 300
Generation 76 | Revalues: 126500 | GridSize: 300
Generation 77 | Revalues: 127650 | GridSize: 300
Generation 78 | Revalues: 128790 | GridSize: 300
Generation 79 | Revalues: 129870 | GridSize: 299
Generation 80 | Revalues: 130930 | GridSize: 300
Generation 81 | Revalues: 131960 | GridSize: 300
Generation 82 | Revalues: 133330 | GridSize: 298
Generation 83 | Revalues: 134570 | GridSize: 300
Generation 84 | Revalues: 135780 | GridSize: 300
Generation 85 | Revalues: 136980 | GridSize: 298
Generation 86 | Revalues: 138020 | GridSize: 300
Generation 87 | Revalues: 139170 | GridSize: 300
Generation 88 | Revalues: 140570 | GridSize: 298
Generation 89 | Revalues: 141640 | GridSize: 300
Generation 90 | Revalues: 142700 | GridSize: 300
