Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
G,0.2619000000,0.0382281310,0.1387165487,3.2684464807,0.4459443146,0.2339000000,0.0390357528,0.1021335959,3.3395766410,0.2939082885,0.5042000000,0.0460907800,0.0726303989,3.0709280415,-0.4297779463,0.0598000000,0.0191300810,0.0819895670,2.7131242433,0.5084506626
