Feature,Importance
INF_sd,0.2142505184949632
IND_avg,0.1907024763639683
INF_avg,0.16453418082411567
INC_r1,0.06543703085359598
IND_kr,0.06150644617269925
INC_avg,0.051363844416981906
SUP_sd,0.04225275539557046
INC_sd,0.03879421298801755
INF_sk,0.03732592581452081
IND_sd,0.021294190630458197
IND_sk,0.02066010841912994
INF_r1,0.018182337588177114
SUP_sk,0.014749218550968253
SUP_avg,0.013803094154732385
SUP_r1,0.011458521350394426
SUP_kr,0.010128427978558268
INC_kr,0.009383542354932842
INF_kr,0.005423887737902896
INC_sk,0.005118193112353996
IND_r1,0.003631086797958706
