Feature,Importance
INF_sd,0.24927165029578607
INC_sd,0.13692713910514465
INC_avg,0.1136453753613282
IND_avg,0.09084676895907248
INC_sk,0.07931771679365103
INC_kr,0.044388854361149636
INF_avg,0.04097605541010094
IND_kr,0.03206693170988588
IND_r1,0.03186567059257966
INC_r1,0.03011770009142882
INF_kr,0.028805476720836817
IND_sd,0.027614217809571722
INF_sk,0.02098871720665988
SUP_sd,0.0180834871451541
INF_r1,0.017927739208019433
SUP_sk,0.011511078059145577
SUP_kr,0.010738163220977686
SUP_r1,0.005650654317253105
IND_sk,0.0050565916639839946
SUP_avg,0.004200011968270343
