Feature,Importance
SUP_avg,0.27091785083588
INC_avg,0.16834604593799413
INF_sd,0.1131867859639954
IND_r1,0.07500926474182332
IND_avg,0.05830365076802638
SUP_sd,0.05417347701205135
INF_avg,0.03267885864840349
IND_sd,0.031608139805526375
INF_r1,0.028214636078359657
SUP_r1,0.024872373939048974
INF_kr,0.023416911386085485
INC_sk,0.021148316459581686
SUP_kr,0.020629454018176178
INC_r1,0.018109969325393688
INC_sd,0.014200487426054264
IND_sk,0.01199840111075239
IND_kr,0.011577190927296019
INC_kr,0.011034498443523794
INF_sk,0.006894445048482899
SUP_sk,0.0036792421235444335
