Feature,Importance
SUP_sd,0.2686475836602411
INC_r1,0.12087766939129735
SUP_avg,0.0917311911614481
IND_sd,0.0841453088846169
INF_kr,0.057632656184110245
INC_kr,0.05003401738633386
INF_sd,0.047225533883459896
INF_r1,0.037204725706115174
IND_sk,0.036800362808491284
INC_sk,0.0358499584798341
SUP_r1,0.030573327430330886
INC_avg,0.02525670263179023
IND_kr,0.023521560519270398
SUP_kr,0.020532260346295902
SUP_sk,0.018564617595659257
INF_sk,0.01718559983620347
INF_avg,0.015328596979412683
IND_r1,0.0076211876701156945
INC_sd,0.005970134276479101
IND_avg,0.005297005168494407
