Feature,Importance
INF_avg,0.210008025948676
INF_sd,0.17662556624854597
SUP_avg,0.16211908797028468
INC_r1,0.09906178469497841
INC_sd,0.05065736173250656
IND_kr,0.04100973886434745
IND_avg,0.034221818402702525
SUP_sd,0.03232696924553562
INC_avg,0.028430893995156255
SUP_sk,0.02792163335495944
IND_sd,0.02503692963718769
SUP_r1,0.022150648848829536
IND_sk,0.020237571552079635
INF_r1,0.01593732091546044
INC_kr,0.015861204025989298
INF_kr,0.010875528584967526
INC_sk,0.008339845689334501
IND_r1,0.007770697737651957
INF_sk,0.006292940731347238
SUP_kr,0.005114431819459341
