Feature,Importance
IND_avg,0.20989384242001374
INC_avg,0.14496358048843727
INF_sk,0.1105170800353905
SUP_sd,0.08731865365923602
IND_sk,0.05245403041737032
INC_sk,0.052249839045528
SUP_r1,0.04847540568989627
INC_r1,0.03903144041122889
INF_sd,0.033114164220534634
INF_avg,0.03274894528764163
IND_r1,0.0326198602867334
SUP_kr,0.031091873286087007
SUP_sk,0.027831775331724363
INC_kr,0.026524773347812673
IND_kr,0.01805369420551775
IND_sd,0.016293209863628755
INF_kr,0.01232603335373691
INF_r1,0.008740146090710112
SUP_avg,0.008714715744490526
INC_sd,0.007036936814281192
