Feature,Importance
SUP_avg,0.274467199998236
INF_avg,0.12548734811520337
INF_sk,0.111765950483449
IND_sd,0.06611994405734868
SUP_r1,0.05998157698718105
SUP_sd,0.05247860934794593
INC_kr,0.0418496790654735
INC_avg,0.03607621693175618
IND_kr,0.03342486748802031
IND_sk,0.03302499907965071
INF_r1,0.03066167478674761
INC_r1,0.023674005870357808
INC_sd,0.02363558386210185
INF_kr,0.022336421155457007
INC_sk,0.016526535889002405
INF_sd,0.016266817977275704
SUP_sk,0.013219622306596797
IND_avg,0.007193158249262321
IND_r1,0.006876187764367698
SUP_kr,0.0049336005845662025
