Feature,Importance
INC_kr,0.2800879710868534
INC_sd,0.19417367407805386
INF_avg,0.13032094844064343
SUP_avg,0.0625487583426549
IND_avg,0.06063581578520776
SUP_sd,0.05224322009324597
INC_sk,0.051847425223184695
INC_avg,0.034560430392930636
INF_sd,0.024859555055464645
INC_r1,0.02146147786095708
INF_kr,0.015867244531051632
SUP_r1,0.015849951517577794
IND_sd,0.014597506708172553
SUP_kr,0.012496947582778584
INF_sk,0.00695331819721548
INF_r1,0.005059968582279813
SUP_sk,0.0047166238078258675
IND_r1,0.0043736077329069424
IND_kr,0.003735560730593323
IND_sk,0.0036099942504016448
