Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 22400 | GridSize: 300
Generation 2 | Revalues: 26320 | GridSize: 299
Generation 3 | Revalues: 28250 | GridSize: 300
Generation 4 | Revalues: 29960 | GridSize: 297
Generation 5 | Revalues: 32010 | GridSize: 298
Generation 6 | Revalues: 34150 | GridSize: 300
Generation 7 | Revalues: 36870 | GridSize: 300
Generation 8 | Revalues: 38830 | GridSize: 300
Generation 9 | Revalues: 41140 | GridSize: 296
Generation 10 | Revalues: 43100 | GridSize: 299
Generation 11 | Revalues: 45090 | GridSize: 300
Generation 12 | Revalues: 46430 | GridSize: 300
Generation 13 | Revalues: 48180 | GridSize: 299
Generation 14 | Revalues: 50600 | GridSize: 299
Generation 15 | Revalues: 51950 | GridSize: 300
Generation 16 | Revalues: 53930 | GridSize: 300
Generation 17 | Revalues: 55690 | GridSize: 300
Generation 18 | Revalues: 57190 | GridSize: 299
Generation 19 | Revalues: 58600 | GridSize: 300
Generation 20 | Revalues: 60150 | GridSize: 300
Generation 21 | Revalues: 61600 | GridSize: 298
Generation 22 | Revalues: 62870 | GridSize: 300
Generation 23 | Revalues: 64040 | GridSize: 300
Generation 24 | Revalues: 65260 | GridSize: 300
Generation 25 | Revalues: 66740 | GridSize: 300
Generation 26 | Revalues: 67870 | GridSize: 298
Generation 27 | Revalues: 69030 | GridSize: 300
Generation 28 | Revalues: 70280 | GridSize: 299
Generation 29 | Revalues: 71720 | GridSize: 300
Generation 30 | Revalues: 72960 | GridSize: 300
Generation 31 | Revalues: 74210 | GridSize: 300
Generation 32 | Revalues: 75370 | GridSize: 299
Generation 33 | Revalues: 76730 | GridSize: 298
Generation 34 | Revalues: 78290 | GridSize: 300
Generation 35 | Revalues: 80250 | GridSize: 300
Generation 36 | Revalues: 81370 | GridSize: 300
Generation 37 | Revalues: 82560 | GridSize: 300
Generation 38 | Revalues: 83630 | GridSize: 300
Generation 39 | Revalues: 84940 | GridSize: 300
Generation 40 | Revalues: 86080 | GridSize: 300
Generation 41 | Revalues: 87340 | GridSize: 300
Generation 42 | Revalues: 88730 | GridSize: 300
Generation 43 | Revalues: 89920 | GridSize: 299
Generation 44 | Revalues: 91120 | GridSize: 297
Generation 45 | Revalues: 92390 | GridSize: 300
Generation 46 | Revalues: 93550 | GridSize: 300
Generation 47 | Revalues: 94730 | GridSize: 300
Generation 48 | Revalues: 95990 | GridSize: 300
Generation 49 | Revalues: 97400 | GridSize: 300
Generation 50 | Revalues: 98850 | GridSize: 300
Generation 51 | Revalues: 100060 | GridSize: 300
Generation 52 | Revalues: 101100 | GridSize: 300
Generation 53 | Revalues: 102310 | GridSize: 300
Generation 54 | Revalues: 103320 | GridSize: 300
Generation 55 | Revalues: 104570 | GridSize: 300
Generation 56 | Revalues: 105690 | GridSize: 300
Generation 57 | Revalues: 106760 | GridSize: 300
Generation 58 | Revalues: 107900 | GridSize: 300
Generation 59 | Revalues: 109090 | GridSize: 300
Generation 60 | Revalues: 110340 | GridSize: 300
Generation 61 | Revalues: 111560 | GridSize: 300
Generation 62 | Revalues: 112950 | GridSize: 300
Generation 63 | Revalues: 114240 | GridSize: 300
Generation 64 | Revalues: 115430 | GridSize: 300
Generation 65 | Revalues: 116680 | GridSize: 300
Generation 66 | Revalues: 117870 | GridSize: 300
Generation 67 | Revalues: 119030 | GridSize: 300
Generation 68 | Revalues: 120120 | GridSize: 300
Generation 69 | Revalues: 121320 | GridSize: 300
Generation 70 | Revalues: 122420 | GridSize: 300
Generation 71 | Revalues: 123560 | GridSize: 300
Generation 72 | Revalues: 124630 | GridSize: 299
Generation 73 | Revalues: 125780 | GridSize: 300
Generation 74 | Revalues: 126840 | GridSize: 300
Generation 75 | Revalues: 127980 | GridSize: 300
Generation 76 | Revalues: 129030 | GridSize: 300
Generation 77 | Revalues: 130200 | GridSize: 300
Generation 78 | Revalues: 131410 | GridSize: 300
Generation 79 | Revalues: 132510 | GridSize: 299
Generation 80 | Revalues: 133680 | GridSize: 300
Generation 81 | Revalues: 134740 | GridSize: 300
Generation 82 | Revalues: 135770 | GridSize: 300
Generation 83 | Revalues: 136900 | GridSize: 300
Generation 84 | Revalues: 138070 | GridSize: 300
Generation 85 | Revalues: 139380 | GridSize: 300
Generation 86 | Revalues: 140490 | GridSize: 300
Generation 87 | Revalues: 141560 | GridSize: 300
Generation 88 | Revalues: 142730 | GridSize: 298
Generation 89 | Revalues: 143960 | GridSize: 300
Generation 90 | Revalues: 144960 | GridSize: 300
Generation 91 | Revalues: 146050 | GridSize: 300
Generation 92 | Revalues: 147100 | GridSize: 300
Generation 93 | Revalues: 148300 | GridSize: 300
Generation 94 | Revalues: 149460 | GridSize: 300
Generation 95 | Revalues: 150510 | GridSize: 300
Generation 96 | Revalues: 151650 | GridSize: 300
Generation 97 | Revalues: 152700 | GridSize: 299
Generation 98 | Revalues: 153740 | GridSize: 300
Generation 99 | Revalues: 154930 | GridSize: 299
Generation 100 | Revalues: 156190 | GridSize: 300
Generation 101 | Revalues: 157380 | GridSize: 299
Generation 102 | Revalues: 158530 | GridSize: 300
Generation 103 | Revalues: 159550 | GridSize: 300
Generation 104 | Revalues: 160730 | GridSize: 300
Generation 105 | Revalues: 161830 | GridSize: 300
Generation 106 | Revalues: 163000 | GridSize: 300
Generation 107 | Revalues: 164110 | GridSize: 300
Generation 108 | Revalues: 165410 | GridSize: 300
Generation 109 | Revalues: 166530 | GridSize: 300
Generation 110 | Revalues: 167620 | GridSize: 300
Generation 111 | Revalues: 168680 | GridSize: 298
Generation 112 | Revalues: 169740 | GridSize: 300
Generation 113 | Revalues: 170830 | GridSize: 300
Generation 114 | Revalues: 171970 | GridSize: 300
Generation 115 | Revalues: 173070 | GridSize: 300
Generation 116 | Revalues: 174170 | GridSize: 300
Generation 117 | Revalues: 175200 | GridSize: 300
Generation 118 | Revalues: 176300 | GridSize: 300
Generation 119 | Revalues: 177510 | GridSize: 300
Generation 120 | Revalues: 178790 | GridSize: 300
Generation 121 | Revalues: 179930 | GridSize: 300
Generation 122 | Revalues: 181000 | GridSize: 300
Generation 123 | Revalues: 182050 | GridSize: 300
Generation 124 | Revalues: 183190 | GridSize: 300
Generation 125 | Revalues: 184250 | GridSize: 300
Generation 126 | Revalues: 185260 | GridSize: 300
Generation 127 | Revalues: 186480 | GridSize: 300
Generation 128 | Revalues: 187530 | GridSize: 300
Generation 129 | Revalues: 188600 | GridSize: 300
Generation 130 | Revalues: 189670 | GridSize: 300
Generation 131 | Revalues: 190810 | GridSize: 297
Generation 132 | Revalues: 191810 | GridSize: 300
Generation 133 | Revalues: 192950 | GridSize: 300
Generation 134 | Revalues: 193990 | GridSize: 298
Generation 135 | Revalues: 195220 | GridSize: 300
Generation 136 | Revalues: 196450 | GridSize: 298
Generation 137 | Revalues: 197580 | GridSize: 300
Generation 138 | Revalues: 198640 | GridSize: 300
Generation 139 | Revalues: 199730 | GridSize: 300
Generation 140 | Revalues: 200810 | GridSize: 300
Generation 141 | Revalues: 201850 | GridSize: 300
Generation 142 | Revalues: 202940 | GridSize: 300
Generation 143 | Revalues: 204140 | GridSize: 299
Generation 144 | Revalues: 205240 | GridSize: 300
Generation 145 | Revalues: 206310 | GridSize: 300
Generation 146 | Revalues: 207380 | GridSize: 300
Generation 147 | Revalues: 208490 | GridSize: 300
Generation 148 | Revalues: 209640 | GridSize: 300
Generation 149 | Revalues: 210680 | GridSize: 300
Generation 150 | Revalues: 211700 | GridSize: 300
Generation 151 | Revalues: 212800 | GridSize: 300
Generation 152 | Revalues: 213840 | GridSize: 300
Generation 153 | Revalues: 214930 | GridSize: 300
Generation 154 | Revalues: 216120 | GridSize: 300
Generation 155 | Revalues: 217300 | GridSize: 300
Generation 156 | Revalues: 218440 | GridSize: 298
Generation 157 | Revalues: 219460 | GridSize: 300
Generation 158 | Revalues: 220530 | GridSize: 299
Generation 159 | Revalues: 221760 | GridSize: 299
Generation 160 | Revalues: 222840 | GridSize: 300
Generation 161 | Revalues: 223970 | GridSize: 300
Generation 162 | Revalues: 225030 | GridSize: 300
Generation 163 | Revalues: 226120 | GridSize: 300
Generation 164 | Revalues: 227170 | GridSize: 300
Generation 165 | Revalues: 228270 | GridSize: 298
Generation 166 | Revalues: 229320 | GridSize: 299
Generation 167 | Revalues: 230380 | GridSize: 300
Generation 168 | Revalues: 231420 | GridSize: 300
Generation 169 | Revalues: 232610 | GridSize: 300
Generation 170 | Revalues: 233610 | GridSize: 300
Generation 171 | Revalues: 234660 | GridSize: 300
Generation 172 | Revalues: 235830 | GridSize: 300
Generation 173 | Revalues: 236940 | GridSize: 300
Generation 174 | Revalues: 238040 | GridSize: 300
Generation 175 | Revalues: 239080 | GridSize: 300
Generation 176 | Revalues: 240170 | GridSize: 300
Generation 177 | Revalues: 241230 | GridSize: 300
Generation 178 | Revalues: 242270 | GridSize: 300
Generation 179 | Revalues: 243420 | GridSize: 300
Generation 180 | Revalues: 244560 | GridSize: 300
Generation 181 | Revalues: 245720 | GridSize: 300
Generation 182 | Revalues: 246840 | GridSize: 300
Generation 183 | Revalues: 247900 | GridSize: 297
Generation 184 | Revalues: 249000 | GridSize: 300
Generation 185 | Revalues: 250080 | GridSize: 300
Generation 186 | Revalues: 251080 | GridSize: 300
Generation 187 | Revalues: 252150 | GridSize: 300
Generation 188 | Revalues: 253380 | GridSize: 300
Generation 189 | Revalues: 254400 | GridSize: 300
Generation 190 | Revalues: 255400 | GridSize: 300
Generation 191 | Revalues: 256430 | GridSize: 300
Generation 192 | Revalues: 257560 | GridSize: 299
Generation 193 | Revalues: 258580 | GridSize: 300
Generation 194 | Revalues: 259580 | GridSize: 300
Generation 195 | Revalues: 260690 | GridSize: 300
Generation 196 | Revalues: 261850 | GridSize: 298
