Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 332 | GridSize: 6
Generation 2 | Revalues: 570 | GridSize: 10
Generation 3 | Revalues: 806 | GridSize: 13
Generation 4 | Revalues: 1030 | GridSize: 11
Generation 5 | Revalues: 1268 | GridSize: 16
Generation 6 | Revalues: 1492 | GridSize: 17
Generation 7 | Revalues: 1714 | GridSize: 16
Generation 8 | Revalues: 1942 | GridSize: 13
Generation 9 | Revalues: 2168 | GridSize: 16
Generation 10 | Revalues: 2388 | GridSize: 19
Generation 11 | Revalues: 2620 | GridSize: 13
Generation 12 | Revalues: 2836 | GridSize: 10
Generation 13 | Revalues: 3088 | GridSize: 14
Generation 14 | Revalues: 3308 | GridSize: 19
Generation 15 | Revalues: 3530 | GridSize: 26
Generation 16 | Revalues: 3752 | GridSize: 25
Generation 17 | Revalues: 3982 | GridSize: 23
Generation 18 | Revalues: 4210 | GridSize: 29
Generation 19 | Revalues: 4418 | GridSize: 26
Generation 20 | Revalues: 4622 | GridSize: 30
Generation 21 | Revalues: 4852 | GridSize: 32
Generation 22 | Revalues: 5068 | GridSize: 29
Generation 23 | Revalues: 5278 | GridSize: 28
Generation 24 | Revalues: 5508 | GridSize: 20
Generation 25 | Revalues: 5712 | GridSize: 21
Generation 26 | Revalues: 5948 | GridSize: 18
Generation 27 | Revalues: 6172 | GridSize: 25
Generation 28 | Revalues: 6408 | GridSize: 31
Generation 29 | Revalues: 6632 | GridSize: 33
Generation 30 | Revalues: 6858 | GridSize: 42
Generation 31 | Revalues: 7090 | GridSize: 37
Generation 32 | Revalues: 7294 | GridSize: 39
Generation 33 | Revalues: 7514 | GridSize: 37
Generation 34 | Revalues: 7736 | GridSize: 31
Generation 35 | Revalues: 7948 | GridSize: 36
Generation 36 | Revalues: 8170 | GridSize: 40
Generation 37 | Revalues: 8382 | GridSize: 38
Generation 38 | Revalues: 8600 | GridSize: 38
Generation 39 | Revalues: 8802 | GridSize: 37
Generation 40 | Revalues: 9030 | GridSize: 25
Generation 41 | Revalues: 9224 | GridSize: 29
Generation 42 | Revalues: 9460 | GridSize: 27
Generation 43 | Revalues: 9684 | GridSize: 29
Generation 44 | Revalues: 9908 | GridSize: 28
Generation 45 | Revalues: 10146 | GridSize: 25
Generation 46 | Revalues: 10358 | GridSize: 27
Generation 47 | Revalues: 10566 | GridSize: 35
Generation 48 | Revalues: 10804 | GridSize: 37
Generation 49 | Revalues: 11028 | GridSize: 41
Generation 50 | Revalues: 11244 | GridSize: 35
Generation 51 | Revalues: 11450 | GridSize: 29
Generation 52 | Revalues: 11642 | GridSize: 36
Generation 53 | Revalues: 11870 | GridSize: 35
Generation 54 | Revalues: 12106 | GridSize: 33
Generation 55 | Revalues: 12324 | GridSize: 25
Generation 56 | Revalues: 12534 | GridSize: 29
Generation 57 | Revalues: 12746 | GridSize: 33
Generation 58 | Revalues: 12968 | GridSize: 26
Generation 59 | Revalues: 13168 | GridSize: 33
Generation 60 | Revalues: 13406 | GridSize: 38
Generation 61 | Revalues: 13632 | GridSize: 39
Generation 62 | Revalues: 13862 | GridSize: 42
Generation 63 | Revalues: 14084 | GridSize: 40
Generation 64 | Revalues: 14298 | GridSize: 39
Generation 65 | Revalues: 14506 | GridSize: 39
Generation 66 | Revalues: 14732 | GridSize: 37
Generation 67 | Revalues: 14948 | GridSize: 37
Generation 68 | Revalues: 15200 | GridSize: 49
Generation 69 | Revalues: 15436 | GridSize: 35
Generation 70 | Revalues: 15640 | GridSize: 29
Generation 71 | Revalues: 15862 | GridSize: 42
