Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 320 | GridSize: 14
Generation 2 | Revalues: 552 | GridSize: 14
Generation 3 | Revalues: 742 | GridSize: 17
Generation 4 | Revalues: 944 | GridSize: 19
Generation 5 | Revalues: 1138 | GridSize: 19
Generation 6 | Revalues: 1318 | GridSize: 23
Generation 7 | Revalues: 1514 | GridSize: 27
Generation 8 | Revalues: 1696 | GridSize: 28
Generation 9 | Revalues: 1916 | GridSize: 32
Generation 10 | Revalues: 2112 | GridSize: 37
Generation 11 | Revalues: 2316 | GridSize: 39
Generation 12 | Revalues: 2512 | GridSize: 51
Generation 13 | Revalues: 2710 | GridSize: 47
Generation 14 | Revalues: 2896 | GridSize: 52
Generation 15 | Revalues: 3106 | GridSize: 57
Generation 16 | Revalues: 3288 | GridSize: 60
Generation 17 | Revalues: 3484 | GridSize: 60
Generation 18 | Revalues: 3694 | GridSize: 61
Generation 19 | Revalues: 3918 | GridSize: 67
Generation 20 | Revalues: 4112 | GridSize: 71
Generation 21 | Revalues: 4304 | GridSize: 75
Generation 22 | Revalues: 4522 | GridSize: 75
Generation 23 | Revalues: 4740 | GridSize: 83
Generation 24 | Revalues: 4928 | GridSize: 90
Generation 25 | Revalues: 5128 | GridSize: 71
Generation 26 | Revalues: 5336 | GridSize: 70
Generation 27 | Revalues: 5512 | GridSize: 75
Generation 28 | Revalues: 5704 | GridSize: 73
Generation 29 | Revalues: 5920 | GridSize: 76
Generation 30 | Revalues: 6132 | GridSize: 69
Generation 31 | Revalues: 6336 | GridSize: 64
Generation 32 | Revalues: 6526 | GridSize: 70
Generation 33 | Revalues: 6736 | GridSize: 74
Generation 34 | Revalues: 6942 | GridSize: 80
Generation 35 | Revalues: 7116 | GridSize: 87
Generation 36 | Revalues: 7280 | GridSize: 90
Generation 37 | Revalues: 7452 | GridSize: 99
Generation 38 | Revalues: 7660 | GridSize: 103
Generation 39 | Revalues: 7868 | GridSize: 96
Generation 40 | Revalues: 8054 | GridSize: 97
Generation 41 | Revalues: 8266 | GridSize: 99
Generation 42 | Revalues: 8456 | GridSize: 98
Generation 43 | Revalues: 8664 | GridSize: 90
Generation 44 | Revalues: 8874 | GridSize: 95
