Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
I,0.2538000000,0.0379678812,-0.0406285949,2.8384773728,0.0729239316,0.2541000000,0.0447234838,-0.1638413516,2.8514689181,0.1513461699,0.4921000000,0.0482140021,-0.1325069595,2.7505323479,-0.0218078717,0.0651000000,0.0182480136,-0.0173105987,2.9430473726,0.3591929150
