,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,1.1976706868448064,1.056433776496493,0.49171512888465546,0.2143427447827048,0.0
spearman,0.09810871107175526,0.2692711108354416,0.36539584598741603,0.25449405669094,0.19601760189884884
