,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,1.1937991720319143,0.8847442474779278,0.3832333558488039,0.12061262058115667,0.0
spearman,-0.008276221614250902,-0.1901962479521923,-0.3156044927423151,-0.13038719849233932,0.15743498180062732
