,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,0.9353561897574951,0.7316894289542006,0.35607031116436,0.1769910019600164,0.0
spearman,-0.0016602536814396903,0.034851155708698886,-0.16364579057270812,-0.12508255210493435,-0.22866950347850531
