Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
J,0.2400000000,0.0456070170,0.3076923077,1.4349112426,0.0000000000,0.1800000000,0.0219089023,-1.0000000000,2.5000000000,0.9128709292,0.5800000000,0.0521536192,0.0333333333,1.6003460208,0.4060402882,0.1280000000,0.0271293199,-0.0655737705,2.9310018904,1.1731251294
